id,pct_illeg,pct_kids2_par,num_illeg,pct_w_inv_inc,black_per_cap,race_pct_white,racepctblack,own_occ_low_quart,hisp_per_cap,violent_crimes_per_pop
329,0.52,0.55,0.01,0.45,0.38,0.61,0.41,0.27,0.33,0.18
330,0.16,0.48,0.0,0.33,0.2,0.92,0.09,0.04,0.06,0.23
331,0.62,0.35,0.29,0.33,0.17,0.38,0.76,0.08,0.37,0.44
332,0.13,0.78,0.01,0.55,0.42,0.95,0.04,0.38,0.44,0.03
333,0.15,0.63,0.04,0.32,0.16,0.76,0.02,0.07,0.25,0.51
334,0.04,0.83,0.0,0.82,0.52,0.87,0.13,0.19,0.32,0.06
335,0.26,0.54,0.01,0.37,0.15,0.52,0.33,0.05,0.23,0.3
336,0.1,0.56,0.01,0.57,0.3,0.97,0.02,0.15,0.39,0.26
337,0.49,0.55,0.16,0.53,0.25,0.53,0.54,0.2,0.47,0.35
338,0.09,0.84,0.0,0.66,0.35,0.64,0.34,0.41,0.58,0.1
339,1.0,0.07,0.06,0.25,0.14,0.09,1.0,0.05,0.11,0.29
340,0.2,0.64,0.11,0.55,0.4,0.41,0.09,0.79,0.44,0.16
341,0.84,0.23,0.61,0.36,0.29,0.0,0.86,0.33,0.3,1.0
342,0.16,0.6,0.02,0.3,0.22,0.81,0.12,0.13,0.28,0.42
343,0.2,0.49,0.03,0.37,0.18,0.89,0.13,0.06,0.29,0.23
344,0.51,0.32,0.04,0.33,0.18,0.52,0.58,0.06,0.26,0.78
345,0.17,0.8,0.03,0.51,0.5,0.81,0.03,0.6,0.45,0.26
346,0.66,0.17,0.11,0.54,0.17,0.54,0.56,0.18,0.45,1.0
347,0.09,0.86,0.0,0.65,0.6,0.96,0.02,0.56,0.57,0.07
348,0.38,0.33,0.08,0.32,0.15,0.51,0.45,0.05,0.25,0.64
349,0.19,0.62,0.01,0.52,0.25,0.77,0.29,0.12,0.34,0.15
350,0.04,0.78,0.0,0.49,0.23,0.89,0.02,0.14,0.39,0.09
351,0.1,0.77,0.01,0.53,0.46,0.92,0.08,0.42,0.3,0.11
352,0.0,0.94,0.0,0.8,0.43,0.86,0.02,0.71,0.6,0.02
353,0.56,0.48,0.04,0.41,0.3,0.54,0.2,0.57,0.31,0.39
354,0.11,0.69,0.0,0.61,0.77,0.54,0.06,0.94,0.6,0.14
355,0.78,0.23,0.13,0.39,0.18,0.29,0.85,0.13,0.29,0.87
356,0.78,0.27,0.11,0.37,0.36,0.08,1.0,0.55,0.42,0.6
357,0.19,0.63,0.01,0.54,0.05,0.92,0.0,0.13,0.22,0.11
358,0.5,0.49,0.01,0.18,0.17,0.06,0.02,0.36,0.28,1.0
359,0.6,0.44,0.03,0.24,0.15,0.39,0.11,0.07,0.15,0.36
360,0.08,0.88,0.0,0.66,0.58,0.91,0.06,0.37,0.56,0.08
361,0.23,0.65,0.0,0.68,0.22,0.64,0.4,0.23,0.49,0.59
362,0.05,0.82,0.0,0.69,0.59,1.0,0.0,0.1,0.5,0.1
363,0.03,0.8,0.0,0.49,0.31,0.91,0.1,0.14,0.31,0.11
364,0.35,0.54,0.04,0.54,0.33,0.83,0.11,0.43,0.37,0.1
365,0.44,0.45,0.01,0.26,0.22,0.21,0.01,0.07,0.17,0.39
366,0.61,0.39,0.05,0.34,0.21,0.43,0.62,0.16,0.36,0.75
367,0.03,0.94,0.0,0.79,0.77,0.95,0.01,0.28,0.83,0.03
368,0.05,0.89,0.0,0.68,0.15,0.96,0.03,0.52,0.25,0.12
369,0.32,0.62,0.03,0.45,0.46,0.76,0.04,0.43,0.47,0.12
370,0.37,0.49,0.01,0.5,0.17,0.83,0.16,0.1,0.26,0.28
371,0.11,0.82,0.0,0.64,0.43,0.96,0.02,0.49,0.34,0.03
372,0.47,0.39,0.18,0.28,0.19,0.37,0.74,0.1,0.32,0.25
373,0.28,0.56,0.02,0.35,0.32,0.38,0.01,0.54,0.29,0.36
374,0.44,0.28,0.02,0.33,0.18,0.51,0.57,0.08,0.27,0.63
375,0.44,0.5,0.2,0.31,0.2,0.35,0.19,0.22,0.28,0.65
376,0.78,0.35,0.36,0.3,0.2,0.34,0.76,0.16,0.34,0.47
377,0.79,0.3,0.1,0.28,0.19,0.23,0.97,0.09,0.3,0.53
378,0.5,0.38,0.08,0.41,0.15,0.8,0.2,0.12,0.16,0.18
379,0.21,0.56,0.01,0.27,0.15,0.85,0.09,0.08,0.28,0.16
380,0.06,0.66,0.0,0.49,0.24,0.99,0.01,0.05,0.45,0.02
381,0.45,0.55,0.02,0.38,0.16,0.64,0.44,0.13,0.72,0.35
382,0.04,0.95,0.0,0.82,0.46,0.97,0.01,0.51,0.52,0.02
383,0.09,0.8,0.0,0.47,0.2,0.97,0.02,0.31,0.37,0.13
384,0.15,0.55,0.0,0.45,0.17,0.93,0.07,0.14,0.3,0.19
385,0.23,0.59,0.02,0.44,0.36,0.91,0.06,0.41,0.29,0.69
386,0.41,0.4,0.07,0.31,0.21,0.72,0.34,0.06,0.27,0.62
387,0.21,0.51,0.02,0.39,0.23,0.97,0.03,0.05,0.62,0.09
388,0.11,0.59,0.01,0.57,0.41,0.98,0.01,0.25,0.6,0.06
389,0.15,0.72,0.01,0.48,0.17,0.98,0.02,0.13,0.4,0.08
390,0.08,0.92,0.0,0.73,1.0,0.93,0.01,0.48,0.88,0.09
391,0.29,0.68,0.02,0.39,0.15,0.65,0.02,0.12,0.28,0.34
392,0.02,0.86,0.0,0.93,1.0,0.96,0.02,1.0,0.83,0.05
393,0.05,0.81,0.0,0.86,0.33,0.88,0.1,0.21,0.78,0.17
394,0.4,0.43,0.02,0.39,0.18,0.75,0.3,0.05,0.65,0.79
395,0.39,0.53,0.01,0.33,0.17,0.71,0.34,0.06,0.23,0.37
396,0.6,0.36,0.55,0.4,0.22,0.49,0.58,0.08,0.32,1.0
397,0.18,0.66,0.0,0.33,0.0,0.63,0.0,0.51,0.28,0.29
398,0.15,0.63,0.01,0.45,0.34,0.92,0.05,0.4,0.31,0.75
399,0.91,0.02,0.08,0.34,0.12,0.29,0.83,0.1,0.24,1.0
400,0.05,0.84,0.0,0.71,0.0,0.98,0.0,0.13,0.4,0.07
401,0.04,0.94,0.0,0.76,0.5,0.87,0.02,0.8,0.48,0.04
402,0.9,0.23,0.41,0.32,0.26,0.21,0.58,0.27,0.32,0.83
403,0.08,0.81,0.0,0.58,0.0,0.99,0.0,0.36,0.16,0.09
404,0.03,0.91,0.0,0.91,0.54,0.9,0.06,0.49,0.58,0.06
405,0.43,0.53,0.02,0.32,0.14,0.59,0.33,0.1,0.24,0.27
406,0.08,0.89,0.0,0.82,0.2,0.95,0.05,0.52,0.51,0.12
407,0.11,0.7,0.01,0.72,0.26,0.69,0.06,0.48,0.33,0.06
408,0.09,0.79,0.0,0.52,0.37,0.93,0.05,0.26,0.5,0.03
409,0.37,0.52,0.03,0.38,0.21,0.58,0.49,0.1,0.32,0.11
410,0.09,0.82,0.0,0.44,0.41,0.86,0.03,0.51,0.38,0.22
411,0.14,0.62,0.0,0.47,0.14,0.99,0.0,0.11,0.45,0.07
412,0.17,0.54,0.01,0.54,0.4,0.96,0.0,0.1,0.22,0.13
413,0.37,0.54,0.09,0.39,0.27,0.36,0.76,0.17,0.41,0.19
414,0.21,0.54,0.01,0.52,0.12,0.86,0.16,0.16,0.41,0.41
415,1.0,0.13,0.03,0.3,0.2,0.35,0.78,0.12,0.26,0.44
416,0.05,0.83,0.0,0.67,0.51,0.86,0.03,0.84,0.65,0.06
417,0.29,0.56,0.01,0.44,0.17,0.96,0.0,0.07,0.3,0.27
418,0.25,0.58,0.02,0.35,0.2,0.88,0.14,0.09,0.4,0.36
419,0.36,0.56,0.04,0.44,0.16,0.54,0.33,0.09,0.3,0.34
420,0.03,0.9,0.0,0.74,0.72,0.91,0.03,0.5,0.5,0.07
421,0.11,0.79,0.01,0.66,0.4,0.8,0.03,0.7,0.44,0.11
422,0.06,0.64,0.01,0.67,0.13,0.98,0.02,0.16,0.51,0.21
423,0.08,0.6,0.0,0.39,0.27,0.91,0.05,0.17,0.33,0.24
424,0.16,0.43,0.0,0.31,0.1,0.52,0.05,0.06,0.37,0.12
425,0.45,0.46,0.03,0.3,0.13,0.47,0.02,0.15,0.21,0.24
426,0.67,0.4,0.06,0.32,0.27,0.39,0.23,0.3,0.32,0.5
427,0.13,0.72,0.0,0.49,0.59,0.9,0.05,0.53,0.54,0.02
428,0.46,0.4,0.1,0.35,0.25,0.71,0.05,0.32,0.22,0.53
429,0.04,0.89,0.0,0.36,0.0,0.98,0.0,0.11,0.23,0.04
430,0.24,0.5,0.01,0.5,0.2,0.84,0.19,0.05,0.81,0.17
431,0.2,0.66,0.01,0.63,0.23,0.96,0.0,0.07,0.17,0.11
432,0.66,0.31,0.02,0.47,0.26,0.66,0.35,0.26,0.24,0.19
433,0.25,0.58,0.04,0.32,0.2,0.56,0.38,0.09,0.31,0.39
434,0.13,0.76,0.01,0.63,0.28,0.95,0.03,0.23,0.44,0.08
435,1.0,0.12,0.12,0.17,0.14,0.08,1.0,0.05,0.18,0.23
436,0.1,0.76,0.0,0.64,0.44,0.95,0.04,0.18,0.68,0.07
437,0.03,0.82,0.0,0.69,0.28,0.97,0.0,0.16,0.36,0.13
438,0.09,0.76,0.0,0.48,0.04,0.98,0.02,0.06,0.18,0.06
439,0.66,0.34,0.02,0.2,0.11,0.53,0.6,0.04,0.15,0.42
440,0.34,0.59,0.01,0.65,0.32,0.71,0.23,0.43,0.37,0.09
441,0.06,0.89,0.0,0.4,0.29,0.83,0.09,0.16,0.33,0.06
442,0.11,0.57,0.0,0.48,0.34,0.72,0.01,0.8,0.31,0.2
443,0.15,0.59,0.0,0.35,0.13,0.61,0.23,0.05,0.29,0.26
444,0.84,0.42,0.11,0.07,0.26,0.0,0.46,0.33,0.22,1.0
445,0.96,0.42,0.05,0.02,0.17,0.0,0.02,0.36,0.2,0.66
446,0.17,0.68,0.02,0.44,0.29,0.91,0.02,0.15,0.28,0.14
447,0.15,0.7,0.0,0.62,0.38,0.89,0.01,0.51,0.37,0.29
448,0.1,0.74,0.0,0.55,0.01,0.97,0.0,0.04,0.25,0.08
449,0.06,0.88,0.0,0.61,0.34,0.99,0.01,0.31,0.3,0.06
450,1.0,0.0,0.97,0.14,0.23,0.0,1.0,0.22,0.28,1.0
451,0.3,0.48,0.04,0.42,0.21,0.74,0.05,0.09,0.17,0.5
452,0.29,0.5,0.01,0.37,0.03,0.91,0.01,0.06,0.34,0.22
453,0.11,0.83,0.0,0.74,0.61,0.65,0.36,0.59,0.51,0.28
454,0.21,0.69,0.07,0.45,0.46,0.61,0.03,0.84,0.4,0.15
455,0.23,0.5,0.01,0.52,0.18,0.78,0.08,0.09,0.22,0.1
456,0.09,0.73,0.0,0.36,0.24,0.94,0.05,0.11,0.35,0.08
457,0.45,0.55,0.02,0.31,0.08,0.38,0.01,0.16,0.2,0.3
458,0.11,0.78,0.0,0.64,0.0,0.98,0.0,0.1,0.31,0.03
459,0.03,0.94,0.0,0.9,0.27,0.91,0.08,0.57,1.0,0.18
460,0.07,0.94,0.0,0.83,0.52,0.87,0.06,0.44,0.57,0.02
461,0.49,0.46,0.77,0.41,0.24,0.64,0.44,0.08,0.38,0.69
462,0.2,0.52,0.01,0.55,0.2,0.87,0.08,0.13,0.23,0.34
463,0.22,0.61,0.04,0.35,0.16,0.63,0.12,0.05,0.22,0.33
464,0.16,0.73,0.01,0.42,0.17,0.76,0.08,0.03,0.19,0.1
465,0.25,0.61,0.01,0.42,0.19,0.75,0.27,0.19,0.49,0.6
466,0.39,0.57,0.03,0.47,0.27,0.76,0.25,0.26,0.44,0.51
467,0.23,0.46,0.01,0.35,0.23,0.45,0.61,0.07,0.36,0.14
468,0.04,0.89,0.0,0.73,0.23,0.95,0.01,0.24,0.42,0.07
469,0.04,0.95,0.0,0.77,0.33,0.98,0.01,0.63,0.67,0.03
470,0.19,0.76,0.02,0.48,0.39,0.87,0.12,0.24,0.41,0.12
471,0.69,0.24,0.03,0.34,0.21,0.55,0.53,0.12,1.0,0.91
472,0.31,0.49,0.01,0.37,0.22,0.85,0.17,0.09,0.41,0.16
473,0.18,0.56,0.01,0.47,0.15,0.82,0.04,0.08,0.17,0.37
474,0.05,0.89,0.0,0.63,0.29,0.98,0.02,0.19,0.65,0.06
475,0.0,0.95,0.0,0.86,0.58,0.95,0.02,0.53,1.0,0.02
476,0.23,0.63,0.01,0.36,0.18,0.65,0.24,0.06,0.2,0.13
477,0.47,0.5,0.04,0.2,0.16,0.3,0.08,0.19,0.23,0.39
478,0.12,0.72,0.01,0.69,0.23,0.98,0.01,0.15,0.34,0.05
479,0.23,0.56,0.0,0.41,0.24,0.98,0.02,0.39,0.24,0.37
480,0.05,0.86,0.0,0.7,1.0,0.98,0.01,0.59,0.59,0.04
481,0.23,0.61,0.03,0.6,0.33,0.54,0.13,0.69,0.46,0.25
482,0.28,0.57,0.01,0.3,0.27,0.47,0.58,0.13,0.33,0.2
483,0.06,0.72,0.0,0.55,0.21,0.99,0.01,0.14,0.44,0.06
484,0.6,0.09,0.02,0.23,0.11,0.3,0.88,0.05,0.16,0.53
485,0.12,0.86,0.0,0.73,0.56,0.93,0.05,0.46,0.75,0.04
486,0.33,0.51,0.05,0.38,0.18,0.48,0.55,0.08,0.23,0.47
487,0.36,0.55,0.03,0.19,0.2,0.39,0.09,0.17,0.23,0.29
488,0.26,0.73,0.06,0.29,0.33,0.5,0.27,0.37,0.36,0.5
489,0.42,0.58,0.02,0.51,0.23,0.85,0.16,0.41,0.32,0.14
490,0.14,0.59,0.04,0.6,0.32,0.9,0.02,0.22,0.41,0.2
491,0.25,0.51,0.01,0.4,0.16,0.87,0.15,0.05,0.26,0.02
492,0.75,0.43,0.17,0.15,0.22,0.42,0.02,0.42,0.23,0.54
493,0.01,0.92,0.0,0.58,0.63,0.97,0.01,0.23,0.68,0.13
494,0.42,0.43,0.02,0.27,0.15,0.57,0.55,0.06,0.14,0.14
495,0.16,0.73,0.01,0.59,0.29,0.96,0.03,0.37,0.38,0.1
496,0.36,0.47,0.02,0.56,0.17,0.96,0.02,0.26,0.33,0.07
497,0.19,0.63,0.01,0.41,0.2,0.93,0.07,0.07,0.25,0.09
498,0.1,0.89,0.0,0.67,0.53,0.76,0.12,0.49,0.61,0.06
499,0.22,0.64,0.01,0.5,0.31,0.88,0.13,0.22,0.24,0.09
500,0.39,0.47,0.02,0.5,0.35,0.43,0.66,0.34,0.36,0.27
501,0.23,0.55,0.01,0.28,0.14,0.49,0.07,0.04,0.22,0.34
502,0.15,0.64,0.0,0.59,0.42,0.82,0.21,0.16,0.6,0.17
503,0.48,0.4,0.01,0.36,0.14,0.59,0.5,0.07,0.25,0.02
504,0.34,0.48,0.02,0.46,0.08,0.88,0.13,0.09,0.08,0.08
505,0.18,0.91,0.01,0.69,0.42,0.9,0.09,0.43,0.52,0.09
506,0.04,0.85,0.0,0.68,0.92,1.0,0.0,0.18,0.26,0.07
507,0.13,0.8,0.0,0.67,0.4,0.9,0.1,0.25,0.25,0.1
508,0.02,0.93,0.0,0.83,0.67,0.86,0.01,0.65,0.93,0.03
509,0.04,0.91,0.0,0.77,0.61,0.92,0.04,0.5,1.0,0.04
510,0.04,0.9,0.0,0.84,0.33,0.95,0.02,0.76,0.39,0.02
511,0.07,0.78,0.0,0.49,0.0,0.99,0.0,0.06,0.31,0.0
512,0.08,0.66,0.0,0.45,0.22,0.94,0.06,0.15,0.11,0.16
513,0.56,0.21,0.02,0.18,0.13,0.46,0.68,0.01,0.3,0.44
514,0.85,0.14,0.05,0.27,0.15,0.21,1.0,0.06,0.23,0.19
515,0.58,0.4,0.05,0.43,0.18,0.73,0.31,0.05,0.17,0.14
516,0.7,0.41,0.02,0.36,0.13,0.45,0.66,0.09,0.19,0.53
517,0.26,0.54,0.05,0.33,0.2,0.96,0.02,0.31,0.24,0.26
518,0.19,0.57,0.01,0.51,0.31,0.75,0.13,0.24,0.43,0.25
519,0.24,0.67,0.01,0.2,0.2,0.45,0.2,0.04,0.21,0.21
520,0.05,0.98,0.0,0.73,0.38,0.9,0.06,0.58,0.49,0.04
521,0.69,0.22,0.08,0.33,0.17,0.47,0.66,0.09,0.24,0.5
522,0.16,0.62,0.01,0.28,0.15,0.54,0.04,0.05,0.17,0.19
523,0.27,0.48,0.01,0.55,0.41,0.9,0.03,0.13,0.26,0.02
524,0.11,0.73,0.0,0.53,0.0,0.94,0.0,0.05,0.09,0.02
525,0.5,0.46,0.19,0.49,0.29,0.64,0.27,0.6,0.33,0.3
526,0.05,0.88,0.01,0.78,0.5,0.85,0.06,0.38,0.77,0.09
527,0.09,0.62,0.01,0.59,0.11,0.93,0.01,0.2,0.28,0.18
528,0.37,0.35,0.02,0.19,0.18,0.77,0.06,0.11,0.26,0.62
529,0.15,0.67,0.0,0.37,0.17,0.74,0.04,0.09,0.25,0.47
530,0.31,0.47,0.02,0.37,0.23,0.53,0.19,0.18,0.24,0.37
531,0.17,0.59,0.0,0.44,0.17,0.85,0.18,0.04,0.18,0.06
532,0.45,0.45,0.06,0.63,0.27,0.62,0.26,0.6,0.37,0.41
533,0.24,0.49,0.01,0.35,0.15,0.65,0.41,0.06,0.17,0.05
534,0.29,0.41,0.01,0.39,0.17,0.71,0.35,0.1,0.4,0.78
535,0.09,0.74,0.0,0.53,0.34,0.96,0.05,0.11,0.2,0.19
536,0.3,0.86,0.0,0.92,0.15,0.96,0.01,0.5,0.4,0.04
537,0.41,0.39,0.03,0.34,0.14,0.86,0.17,0.01,0.15,0.29
538,0.35,0.51,0.49,0.36,0.21,0.59,0.47,0.11,0.4,0.69
539,0.15,0.67,0.0,0.48,0.43,0.98,0.01,0.3,0.26,0.05
540,0.64,0.38,0.26,0.36,0.18,0.34,0.83,0.1,0.4,0.35
541,0.21,0.67,0.02,0.43,0.41,0.14,0.17,0.58,0.41,0.23
542,0.1,0.75,0.0,0.59,0.24,0.91,0.08,0.35,0.36,0.11
543,0.12,0.71,0.0,0.45,0.4,0.95,0.04,0.14,0.51,0.1
544,0.51,0.37,0.05,0.31,0.16,0.87,0.15,0.05,0.42,0.66
545,0.15,0.71,0.07,0.43,0.3,0.74,0.16,0.17,0.32,0.32
546,0.28,0.59,0.01,0.43,0.33,0.71,0.33,0.12,0.36,0.17
547,0.04,0.86,0.0,0.77,0.2,0.99,0.01,0.17,0.42,0.03
548,0.28,0.64,0.03,0.41,0.32,0.78,0.05,0.38,0.39,0.3
549,0.07,0.73,0.0,0.86,0.11,0.87,0.06,0.63,0.8,0.15
550,0.83,0.24,0.07,0.29,0.17,0.27,0.91,0.11,0.51,0.6
551,0.2,0.53,0.01,0.42,0.13,0.87,0.02,0.06,0.19,0.21
552,0.3,0.49,0.02,0.46,0.19,0.81,0.23,0.11,0.34,0.27
553,0.33,0.23,0.03,0.58,0.17,0.76,0.28,0.16,0.41,0.8
554,0.02,0.94,0.0,0.59,0.72,0.97,0.0,0.18,0.3,0.02
555,0.03,0.89,0.0,0.74,0.67,0.95,0.03,0.24,0.59,0.03
556,0.39,0.34,0.03,0.36,0.16,0.67,0.41,0.03,0.17,0.69
557,0.59,0.29,0.04,0.39,0.25,0.26,0.89,0.18,0.31,0.54
558,0.15,0.55,0.0,0.33,0.26,0.86,0.16,0.17,0.33,0.07
559,0.14,0.6,0.0,0.44,0.37,0.98,0.01,0.25,0.14,0.03
560,0.2,0.6,0.01,0.46,0.55,0.83,0.04,0.29,0.41,0.15
561,0.3,0.53,0.24,0.5,0.26,0.67,0.06,0.18,0.33,0.66
562,0.24,0.49,0.01,0.46,0.22,0.8,0.25,0.11,0.23,0.07
563,0.02,0.97,0.0,0.92,0.56,0.96,0.01,0.28,0.43,0.07
564,0.09,0.85,0.0,0.65,0.42,0.96,0.01,0.19,0.31,0.05
565,0.06,0.67,0.0,0.48,0.22,0.96,0.04,0.06,0.28,0.03
566,0.25,0.53,0.01,0.43,0.4,0.98,0.01,0.15,0.45,0.09
567,0.26,0.49,0.01,0.28,0.15,0.53,0.46,0.05,0.18,0.48
568,0.19,0.62,0.03,0.45,0.35,0.54,0.02,0.62,0.33,0.2
569,0.11,0.63,0.0,0.38,0.17,0.93,0.06,0.11,0.41,0.1
570,0.26,0.41,0.02,0.33,0.28,0.75,0.3,0.05,0.35,0.36
571,0.27,0.49,0.05,0.37,0.24,0.81,0.06,0.4,0.32,0.37
572,0.15,0.59,0.01,0.46,0.04,0.97,0.0,0.13,0.28,0.21
573,0.23,0.59,0.03,0.41,0.13,0.84,0.01,0.29,0.28,0.49
574,0.19,0.57,0.05,0.41,0.31,0.51,0.09,0.41,0.35,0.3
575,0.17,0.7,0.02,0.64,0.55,0.85,0.02,0.64,0.35,0.22
576,0.13,0.76,0.0,0.65,0.23,0.9,0.03,0.38,0.25,0.04
577,0.05,0.94,0.0,0.85,0.08,0.98,0.0,0.23,0.32,0.05
578,0.39,0.31,0.01,0.16,0.23,0.0,1.0,0.07,0.16,0.8
579,0.13,0.72,0.01,0.59,0.29,0.84,0.02,0.21,0.34,0.13
580,1.0,0.07,0.05,0.29,0.2,0.31,0.72,0.07,0.19,0.93
581,0.08,0.87,0.0,0.83,0.46,0.93,0.06,0.57,0.64,0.04
582,0.12,0.58,0.0,0.58,0.37,0.93,0.05,0.4,0.44,0.08
583,0.15,0.85,0.01,0.5,0.56,0.68,0.03,0.71,0.41,0.1
584,0.08,0.81,0.0,0.6,0.3,0.98,0.01,0.47,0.3,0.08
585,0.08,0.88,0.01,0.72,0.46,0.95,0.03,0.2,0.76,0.05
586,0.12,0.78,0.01,0.68,0.38,0.8,0.18,0.49,0.57,0.17
587,0.08,0.82,0.0,0.66,0.36,0.99,0.01,0.38,0.56,0.04
588,0.11,0.93,0.0,0.68,0.43,0.68,0.1,0.19,0.6,0.09
589,0.15,0.79,0.0,0.67,0.28,0.89,0.11,0.16,0.35,0.1
590,0.18,0.57,0.01,0.43,0.14,0.98,0.02,0.06,0.14,0.09
591,0.3,0.54,0.01,0.31,0.24,0.85,0.19,0.07,0.12,0.21
592,0.27,0.5,0.04,0.38,0.16,0.88,0.14,0.09,0.21,0.59
593,0.15,0.56,0.01,0.48,0.31,0.98,0.01,0.17,0.16,0.07
594,0.26,0.77,0.01,0.63,0.21,0.95,0.03,0.21,0.23,0.07
595,0.05,0.79,0.0,0.58,0.36,0.99,0.01,0.13,0.25,0.03
596,0.07,0.66,0.0,0.38,0.17,0.88,0.03,0.09,0.18,0.16
597,0.86,0.46,0.1,0.07,0.24,0.0,0.02,0.41,0.24,0.62
598,0.31,0.47,0.01,0.43,0.26,0.96,0.03,0.07,0.16,0.13
599,0.05,0.92,0.0,0.73,0.56,0.98,0.01,0.5,0.42,0.05
600,0.54,0.56,0.05,0.66,0.36,0.6,0.37,0.8,0.41,0.15
601,0.2,0.72,0.0,0.66,0.08,0.97,0.01,0.16,0.17,0.04
602,0.21,0.51,0.02,0.38,0.12,0.98,0.01,0.2,0.36,0.15
603,0.31,0.41,0.03,0.59,0.2,0.72,0.33,0.21,0.44,0.34
604,0.03,1.0,0.0,0.83,0.37,0.73,0.05,0.73,0.67,0.04
605,1.0,0.07,0.23,0.24,0.23,0.11,0.96,0.13,0.27,0.85
606,0.28,0.46,0.03,0.49,0.19,0.88,0.1,0.15,0.3,0.12
607,0.07,0.87,0.0,0.61,0.54,0.93,0.02,0.45,0.58,0.03
608,0.12,0.76,0.01,0.65,0.35,0.85,0.05,0.74,0.45,0.16
609,0.03,0.9,0.0,0.71,0.59,0.96,0.02,0.45,0.4,0.09
610,0.31,0.52,0.01,0.3,0.14,0.67,0.41,0.07,0.38,0.38
611,1.0,0.15,0.06,0.25,0.32,0.0,1.0,0.25,0.37,1.0
612,0.18,0.7,0.01,0.55,0.46,0.93,0.04,0.45,0.41,0.21
613,0.07,0.42,0.0,0.6,0.17,0.93,0.06,0.09,0.4,0.54
614,1.0,0.47,0.07,0.07,0.21,0.11,0.02,0.43,0.23,0.36
615,0.15,0.55,0.01,0.57,0.11,0.97,0.02,0.4,0.26,0.18
616,0.15,0.62,0.01,0.51,0.38,0.98,0.0,0.05,0.32,0.05
617,0.27,0.59,0.06,0.47,0.27,0.78,0.03,0.44,0.26,0.26
618,0.13,0.72,0.02,0.57,0.31,0.92,0.01,0.22,0.43,0.11
619,0.12,0.77,0.0,0.51,0.38,0.87,0.03,0.16,0.41,0.08
620,0.41,0.41,0.11,0.38,0.18,0.31,0.8,0.05,0.32,0.52
621,0.53,0.44,0.03,0.39,0.23,0.73,0.22,0.28,0.29,0.2
622,0.16,0.65,0.01,0.52,0.48,0.9,0.01,0.13,0.26,0.06
623,0.14,0.67,0.0,0.5,0.42,0.87,0.11,0.24,0.5,0.12
624,0.04,0.81,0.0,0.57,0.52,0.98,0.02,0.13,0.0,0.07
625,0.1,0.83,0.0,0.81,0.51,0.87,0.11,0.39,1.0,0.08
626,0.06,0.68,0.0,0.51,0.23,0.99,0.01,0.07,0.51,0.1
627,0.06,0.55,0.0,0.76,0.34,0.98,0.01,0.27,0.39,0.26
628,0.21,0.7,0.0,0.85,0.72,0.91,0.03,1.0,0.96,0.12
629,0.48,0.44,0.06,0.31,0.39,0.19,0.02,0.53,0.36,0.53
630,0.47,0.41,0.02,0.24,0.15,0.47,0.67,0.07,0.48,0.28
631,0.26,0.54,0.01,0.49,0.14,0.94,0.05,0.05,0.16,0.2
632,0.03,0.97,0.0,0.84,0.77,0.93,0.04,0.37,0.61,0.01
633,0.23,0.57,0.01,0.4,0.14,0.77,0.25,0.04,0.3,0.43
634,0.51,0.44,0.39,0.32,0.2,0.38,0.16,0.17,0.25,0.59
635,0.42,0.52,0.15,0.35,0.21,0.58,0.18,0.2,0.3,0.4
636,0.2,0.67,0.01,0.48,0.24,0.83,0.01,0.16,0.19,0.09
637,0.36,0.44,0.01,0.28,0.13,0.78,0.04,0.07,0.17,0.22
638,0.07,0.77,0.0,0.52,0.41,0.93,0.02,0.14,0.55,0.07
639,0.36,0.51,0.05,0.33,0.22,0.42,0.13,0.2,0.24,0.23
640,0.32,0.49,0.09,0.46,0.2,0.84,0.19,0.06,0.35,0.24
641,0.03,0.98,0.0,0.93,0.53,0.95,0.05,0.33,0.57,0.0
642,0.08,0.83,0.0,0.47,0.64,0.97,0.02,0.36,0.44,0.09
643,0.66,0.53,0.01,0.53,0.26,0.67,0.33,0.19,0.33,0.24
644,0.17,0.62,0.0,0.61,0.73,0.89,0.02,1.0,0.92,0.22
645,0.31,0.63,0.01,0.46,0.36,0.3,0.85,0.14,0.4,0.13
646,0.23,0.56,0.02,0.48,0.18,0.93,0.01,0.14,0.25,0.22
647,0.34,0.49,0.01,0.54,0.3,0.84,0.07,0.25,0.43,0.23
648,0.21,0.62,0.02,0.63,0.45,0.59,0.1,0.91,0.43,0.17
649,0.49,0.39,0.03,0.3,0.21,0.58,0.5,0.09,0.31,0.29
650,0.17,0.68,0.01,0.6,0.38,0.83,0.2,0.11,0.56,0.09
651,0.1,0.64,0.0,0.47,0.19,0.88,0.12,0.1,0.2,0.15
652,0.22,0.63,0.02,0.48,0.21,0.84,0.15,0.13,0.16,0.06
653,0.1,0.74,0.0,0.68,0.53,0.81,0.02,1.0,0.55,0.11
654,0.0,0.96,0.0,0.94,1.0,0.77,0.02,1.0,0.72,0.04
655,0.67,0.23,0.02,0.35,0.13,0.07,1.0,0.1,0.72,0.74
656,0.05,0.88,0.0,0.83,0.56,0.94,0.02,0.59,0.53,0.02
657,0.04,0.87,0.0,0.76,0.54,0.96,0.02,0.19,0.24,0.01
658,0.32,0.48,0.01,0.38,0.18,0.72,0.34,0.12,0.44,0.3
659,0.2,0.62,0.01,0.41,0.16,0.89,0.12,0.01,0.26,0.27
