med_rent,total_pct_div,pct_work_mom,male_pct_nev_marr,male_pct_divorce,per_cap_inc,pct_unemployed,pct_vacant_boarded,own_occ_hi_quart,rent_median,Percentviolent_crimes_per_pop,is_this_the_id_col,or_maybe_this_is_the_id_col
0.37,0.84,0.68,0.44,0.85,0.38,0.26,0.22,0.17,0.35,0.76,286,286
0.55,0.36,0.46,0.4,0.34,0.68,0.09,0.02,0.54,0.54,0.11,287,287
0.26,0.78,0.64,0.29,0.75,0.22,0.62,0.14,0.12,0.26,0.09,288,288
0.29,0.54,0.64,0.74,0.49,0.31,0.3,0.68,0.25,0.27,0.53,289,289
0.67,0.69,0.56,0.57,0.61,0.66,0.27,0.06,0.97,0.69,0.23,290,290
0.41,0.38,0.79,0.48,0.34,0.3,0.34,0.0,0.3,0.4,0.01,291,291
0.71,0.12,0.67,0.54,0.09,0.59,0.25,0.09,0.6,0.59,0.08,292,292
0.07,0.32,0.31,0.41,0.21,0.08,1.0,1.0,0.05,0.1,0.2,293,293
0.37,0.57,0.77,0.26,0.53,0.36,0.07,0.02,0.16,0.34,0.26,294,294
0.12,0.75,0.51,0.39,0.7,0.16,0.58,0.18,0.07,0.09,0.34,295,295
0.13,0.66,0.56,0.34,0.63,0.21,0.37,0.32,0.09,0.11,0.57,296,296
0.18,0.63,0.57,0.5,0.61,0.23,0.34,0.16,0.09,0.19,0.18,297,297
0.64,0.23,0.6,0.42,0.21,0.48,0.32,0.34,0.49,0.63,0.03,298,298
0.17,0.65,0.22,0.23,0.63,0.23,0.4,0.33,0.04,0.14,0.11,299,299
0.42,0.62,0.67,0.67,0.67,0.3,0.16,0.26,0.29,0.41,0.18,300,300
0.35,0.57,0.12,0.77,0.47,0.12,0.53,0.11,0.25,0.39,0.61,301,301
0.6,0.42,0.59,0.47,0.4,0.48,0.19,0.02,0.36,0.6,0.18,302,302
0.27,0.73,0.41,0.69,0.72,0.18,0.27,0.39,0.1,0.24,0.93,303,303
0.49,0.57,0.42,0.42,0.47,0.44,0.27,0.09,0.38,0.49,0.3,304,304
0.7,0.39,0.54,0.33,0.35,0.62,0.1,0.07,0.37,0.65,0.04,305,305
0.29,0.53,0.77,0.21,0.5,0.33,0.2,0.03,0.1,0.28,0.11,306,306
0.58,0.18,0.58,0.46,0.15,0.42,0.37,0.33,0.39,0.57,0.18,307,307
0.49,0.51,0.22,0.65,0.44,0.19,0.6,0.32,0.33,0.49,0.67,308,308
0.54,0.32,0.49,0.4,0.27,0.58,0.27,0.72,0.52,0.54,0.02,309,309
0.55,0.71,0.57,0.42,0.6,0.42,0.26,0.06,0.51,0.56,0.22,310,310
0.23,0.39,0.64,0.63,0.4,0.23,0.27,0.04,0.08,0.24,0.06,311,311
0.73,0.36,0.49,0.37,0.31,0.49,0.18,0.06,0.4,0.7,0.02,312,312
0.35,0.41,0.57,0.48,0.37,0.31,0.2,0.19,0.29,0.37,0.01,313,313
0.62,0.25,0.45,0.43,0.2,0.7,0.21,0.11,0.53,0.6,0.12,314,314
0.84,0.18,0.39,0.27,0.17,0.82,0.13,0.05,0.58,0.75,0.01,315,315
0.19,0.77,0.58,0.34,0.71,0.23,0.44,0.1,0.07,0.18,0.53,316,316
0.62,0.42,0.68,0.58,0.38,0.52,0.4,0.11,0.47,0.61,0.4,317,317
0.5,0.82,0.43,0.4,0.73,0.26,0.34,0.07,0.44,0.51,0.19,318,318
0.69,0.72,0.32,0.7,0.63,0.29,0.48,0.08,0.59,0.7,0.82,319,319
0.29,0.54,0.38,0.16,0.56,0.32,0.52,0.4,0.22,0.27,0.03,320,320
0.34,0.55,0.65,0.24,0.46,0.22,0.25,0.31,0.07,0.28,0.14,321,321
0.18,0.65,0.53,0.32,0.64,0.17,0.56,0.85,0.05,0.17,0.74,322,322
0.75,0.33,0.39,0.43,0.28,0.54,0.18,0.14,0.53,0.73,0.04,323,323
0.62,0.42,0.59,0.73,0.57,0.31,0.38,0.03,0.38,0.64,0.07,324,324
0.3,0.36,0.38,0.21,0.38,0.47,0.15,0.34,0.16,0.3,0.03,325,325
0.61,0.57,0.54,0.5,0.49,0.38,0.33,0.11,0.54,0.62,0.37,326,326
0.24,0.61,0.2,0.35,0.59,0.27,0.51,0.65,0.08,0.23,0.23,327,327
0.48,0.32,0.5,0.48,0.28,0.35,0.49,0.15,0.3,0.49,0.09,328,328
0.41,0.5,0.69,0.45,0.52,0.37,0.25,0.1,0.27,0.43,0.18,329,329
0.07,0.59,0.35,0.4,0.54,0.17,0.35,0.04,0.06,0.09,0.23,330,330
0.17,0.66,0.51,0.48,0.59,0.25,0.61,0.52,0.11,0.15,0.44,331,331
0.48,0.38,0.61,0.39,0.37,0.4,0.3,0.06,0.32,0.43,0.03,332,332
0.24,0.71,0.26,0.35,0.7,0.25,0.47,0.43,0.08,0.25,0.51,333,333
0.46,0.33,0.74,0.38,0.33,0.45,0.04,0.0,0.15,0.47,0.06,334,334
0.16,0.47,0.72,0.36,0.43,0.17,0.48,0.3,0.08,0.16,0.3,335,335
0.35,0.62,0.7,0.21,0.63,0.32,0.2,0.02,0.14,0.34,0.26,336,336
0.35,0.56,0.64,0.71,0.5,0.4,0.21,0.08,0.24,0.33,0.35,337,337
0.8,0.32,0.44,0.33,0.24,0.53,0.17,0.1,0.42,0.75,0.1,338,338
0.16,0.67,0.62,0.52,0.63,0.15,0.61,0.36,0.05,0.09,0.29,339,339
0.69,0.5,0.72,0.5,0.46,0.43,0.24,0.1,0.8,0.7,0.16,340,340
0.43,0.79,0.33,0.72,0.73,0.33,0.63,0.8,0.6,0.44,1.0,341,341
0.28,0.57,0.08,0.48,0.53,0.2,0.45,0.47,0.14,0.3,0.42,342,342
0.15,0.59,0.33,0.48,0.58,0.23,0.73,0.31,0.07,0.14,0.23,343,343
0.13,0.7,0.65,0.44,0.68,0.23,0.47,0.44,0.11,0.09,0.78,344,344
0.79,0.48,0.51,0.4,0.43,0.55,0.17,0.04,0.63,0.77,0.26,345,345
0.43,0.7,0.58,0.42,0.76,0.42,0.39,0.08,0.32,0.42,1.0,346,346
0.67,0.26,0.47,0.49,0.23,0.61,0.24,0.04,0.69,0.64,0.07,347,347
0.2,0.62,0.54,0.62,0.59,0.17,0.55,0.43,0.07,0.19,0.64,348,348
0.27,0.39,0.58,0.39,0.38,0.25,0.36,0.28,0.08,0.28,0.15,349,349
0.34,0.46,0.47,0.27,0.44,0.36,0.31,0.33,0.11,0.3,0.09,350,350
0.55,0.32,0.6,0.49,0.28,0.42,0.35,0.17,0.36,0.54,0.11,351,351
1.0,0.15,0.34,0.38,0.15,0.85,0.26,0.06,0.82,0.81,0.02,352,352
0.57,0.73,0.39,0.53,0.63,0.35,0.38,0.17,0.68,0.57,0.39,353,353
0.62,0.58,0.43,0.57,0.49,0.72,0.1,0.16,1.0,0.63,0.14,354,354
0.25,0.58,0.66,0.86,0.59,0.24,0.35,0.29,0.17,0.22,0.87,355,355
0.42,0.56,0.57,0.6,0.49,0.37,0.47,0.41,0.62,0.44,0.6,356,356
0.22,0.5,0.45,0.41,0.45,0.25,0.27,0.13,0.11,0.25,0.11,357,357
0.43,0.42,0.08,0.66,0.36,0.13,0.79,0.47,0.37,0.45,1.0,358,358
0.11,0.68,0.31,0.49,0.65,0.1,0.79,0.45,0.05,0.13,0.36,359,359
0.67,0.37,0.49,0.37,0.33,0.51,0.09,0.06,0.33,0.65,0.08,360,360
0.5,0.44,0.76,0.48,0.43,0.56,0.27,0.0,0.28,0.45,0.59,361,361
0.17,0.31,0.94,0.36,0.31,0.34,0.08,0.03,0.11,0.18,0.1,362,362
0.33,0.48,0.76,0.22,0.42,0.35,0.17,0.19,0.13,0.26,0.11,363,363
0.6,0.32,0.51,0.93,0.29,0.34,0.39,0.23,0.39,0.57,0.1,364,364
0.13,0.47,0.37,0.5,0.34,0.1,1.0,0.5,0.06,0.16,0.39,365,365
0.37,0.81,0.75,0.5,0.78,0.28,0.54,0.12,0.14,0.37,0.75,366,366
0.53,0.29,0.35,0.32,0.3,0.65,0.13,0.01,0.36,0.52,0.03,367,367
0.62,0.23,0.64,0.51,0.23,0.51,0.27,0.12,0.49,0.6,0.12,368,368
0.4,0.5,0.43,0.46,0.45,0.36,0.5,0.14,0.41,0.41,0.12,369,369
0.24,0.41,0.67,0.75,0.36,0.2,0.43,0.16,0.09,0.26,0.28,370,370
0.72,0.43,0.67,0.36,0.39,0.43,0.27,0.07,0.43,0.63,0.03,371,371
0.21,0.71,0.49,0.45,0.61,0.23,0.45,0.21,0.11,0.19,0.25,372,372
0.53,0.43,0.52,0.46,0.37,0.22,0.49,0.1,0.51,0.52,0.36,373,373
0.19,0.71,0.64,0.39,0.69,0.21,0.38,0.22,0.08,0.17,0.63,374,374
0.35,0.65,0.18,0.53,0.61,0.21,0.7,0.36,0.26,0.34,0.65,375,375
0.3,0.62,0.35,0.78,0.57,0.22,0.37,0.3,0.15,0.29,0.47,376,376
0.21,0.62,0.62,0.44,0.55,0.25,0.34,0.14,0.12,0.14,0.53,377,377
0.18,0.52,0.42,0.62,0.53,0.19,0.63,0.24,0.11,0.18,0.18,378,378
0.26,0.79,0.58,0.29,0.74,0.19,0.33,0.18,0.05,0.26,0.16,379,379
0.17,0.55,0.29,0.25,0.55,0.22,0.3,0.24,0.05,0.14,0.02,380,380
0.22,0.49,0.56,0.38,0.39,0.26,0.37,0.08,0.12,0.19,0.35,381,381
0.99,0.11,0.38,0.38,0.07,0.59,0.11,0.04,0.48,0.84,0.02,382,382
0.41,0.33,0.74,0.47,0.31,0.37,0.33,0.27,0.28,0.42,0.13,383,383
0.34,0.68,0.63,0.35,0.63,0.26,0.37,0.04,0.11,0.32,0.19,384,384
0.52,0.42,0.27,0.6,0.37,0.31,0.49,0.07,0.34,0.48,0.69,385,385
0.2,0.71,0.44,0.44,0.68,0.19,0.58,0.64,0.05,0.15,0.62,386,386
0.17,0.64,0.37,0.31,0.6,0.21,0.52,0.26,0.06,0.15,0.09,387,387
0.42,0.49,0.75,0.48,0.4,0.33,0.23,0.04,0.22,0.41,0.06,388,388
0.26,0.47,0.47,0.24,0.48,0.29,0.22,0.15,0.14,0.25,0.08,389,389
0.64,0.27,0.57,0.36,0.24,0.61,0.25,0.06,0.48,0.6,0.09,390,390
0.23,0.58,0.38,0.28,0.56,0.24,0.46,0.18,0.13,0.22,0.34,391,391
1.0,0.38,0.28,0.34,0.32,1.0,0.14,0.05,1.0,1.0,0.05,392,392
0.52,0.33,0.62,0.31,0.3,0.46,0.1,0.03,0.23,0.5,0.17,393,393
0.09,0.53,0.05,0.45,0.52,0.21,0.8,0.75,0.07,0.08,0.79,394,394
0.17,0.52,0.8,0.27,0.52,0.23,0.42,0.13,0.08,0.14,0.37,395,395
0.26,0.76,0.67,0.51,0.74,0.3,0.46,0.57,0.1,0.25,1.0,396,396
0.56,0.35,0.51,0.44,0.33,0.19,0.41,0.06,0.47,0.53,0.29,397,397
0.59,0.5,0.52,0.38,0.45,0.42,0.46,0.07,0.45,0.55,0.75,398,398
0.26,0.79,0.58,0.47,0.77,0.16,0.86,0.16,0.1,0.25,1.0,399,399
0.27,0.24,0.71,0.54,0.22,0.33,0.16,0.09,0.11,0.29,0.07,400,400
0.92,0.1,0.38,0.33,0.12,0.91,0.22,0.26,1.0,0.74,0.04,401,401
0.41,0.52,0.31,0.78,0.47,0.27,0.74,0.72,0.31,0.42,0.83,402,402
0.4,0.3,0.81,0.38,0.35,0.36,0.48,0.3,0.39,0.41,0.09,403,403
0.5,0.26,0.24,0.38,0.25,1.0,0.04,0.03,0.62,0.49,0.06,404,404
0.28,0.49,0.62,0.36,0.46,0.19,0.47,0.27,0.12,0.26,0.27,405,405
0.71,0.32,0.39,0.58,0.36,0.58,0.08,0.03,0.57,0.64,0.12,406,406
0.49,0.33,0.57,1.0,0.25,0.35,0.32,0.13,0.5,0.52,0.06,407,407
0.54,0.61,0.49,0.3,0.5,0.53,0.1,0.04,0.32,0.52,0.03,408,408
0.26,0.68,0.64,0.33,0.64,0.25,0.33,0.08,0.08,0.25,0.11,409,409
0.57,0.45,0.4,0.25,0.44,0.4,0.24,0.02,0.52,0.58,0.22,410,410
0.3,0.61,0.52,0.3,0.56,0.33,0.24,0.03,0.08,0.31,0.07,411,411
0.21,0.79,0.49,0.27,0.83,0.21,0.46,0.3,0.1,0.21,0.13,412,412
0.34,0.58,0.58,0.44,0.57,0.27,0.35,0.09,0.15,0.32,0.19,413,413
0.29,0.53,0.45,0.24,0.57,0.29,0.44,0.04,0.18,0.28,0.41,414,414
0.3,0.62,0.5,0.67,0.54,0.18,0.43,1.0,0.12,0.29,0.44,415,415
0.8,0.47,0.58,0.37,0.44,0.68,0.14,0.03,0.81,0.77,0.06,416,416
0.19,0.65,0.51,0.28,0.62,0.17,0.71,0.1,0.05,0.19,0.27,417,417
0.16,0.59,0.55,0.34,0.56,0.24,0.33,0.02,0.12,0.15,0.36,418,418
0.25,0.51,0.67,0.57,0.45,0.22,0.35,0.31,0.11,0.23,0.34,419,419
0.85,0.27,0.49,0.35,0.26,0.57,0.15,0.11,0.44,0.83,0.07,420,420
0.81,0.44,0.5,0.3,0.41,0.51,0.18,0.0,0.63,0.78,0.11,421,421
0.34,0.53,0.76,0.21,0.52,0.4,0.2,0.04,0.15,0.33,0.21,422,422
0.44,0.75,0.57,0.38,0.69,0.3,0.22,0.07,0.13,0.42,0.24,423,423
0.13,0.66,0.4,0.54,0.56,0.16,0.66,0.16,0.08,0.14,0.12,424,424
0.27,0.61,0.35,0.48,0.51,0.15,0.89,0.16,0.13,0.25,0.24,425,425
0.46,0.55,0.58,0.61,0.49,0.21,0.75,0.39,0.29,0.44,0.5,426,426
0.47,0.41,0.52,0.46,0.41,0.39,0.52,0.0,0.49,0.49,0.02,427,427
0.46,0.49,0.4,0.71,0.45,0.26,0.73,0.24,0.29,0.45,0.53,428,428
0.21,0.23,0.34,0.26,0.21,0.12,0.4,0.42,0.09,0.18,0.04,429,429
0.26,0.51,0.41,0.55,0.49,0.27,0.41,0.45,0.05,0.24,0.17,430,430
0.2,0.47,0.38,0.32,0.45,0.27,0.45,0.03,0.05,0.2,0.11,431,431
0.44,0.4,0.76,1.0,0.39,0.27,0.34,0.44,0.28,0.43,0.19,432,432
0.23,0.6,0.45,0.29,0.53,0.19,0.61,0.23,0.09,0.22,0.39,433,433
0.43,0.35,0.7,0.35,0.35,0.34,0.22,0.05,0.22,0.42,0.08,434,434
0.17,0.66,0.64,0.54,0.63,0.13,0.87,0.93,0.06,0.11,0.23,435,435
0.35,0.56,0.71,0.39,0.57,0.41,0.07,0.05,0.17,0.38,0.07,436,436
0.39,0.29,0.59,0.32,0.26,0.37,0.18,0.05,0.13,0.35,0.13,437,437
0.2,0.32,0.43,0.34,0.36,0.22,0.38,0.31,0.08,0.19,0.06,438,438
0.06,0.58,0.21,0.41,0.5,0.1,0.76,0.29,0.06,0.05,0.42,439,439
0.6,0.47,0.74,0.58,0.48,0.43,0.32,0.27,0.36,0.6,0.09,440,440
0.61,0.35,0.74,0.19,0.32,0.31,0.25,0.02,0.12,0.5,0.06,441,441
0.7,0.64,0.77,0.51,0.58,0.36,0.19,0.05,0.75,0.71,0.2,442,442
0.15,0.44,0.48,0.31,0.44,0.21,0.53,0.35,0.08,0.14,0.26,443,443
0.45,0.43,0.03,0.73,0.34,0.07,0.87,0.4,0.3,0.46,1.0,444,444
0.5,0.48,0.0,0.71,0.36,0.02,0.69,0.2,0.4,0.53,0.66,445,445
0.31,0.61,0.59,0.35,0.56,0.29,0.24,0.14,0.13,0.32,0.14,446,446
0.46,0.52,0.58,0.23,0.45,0.39,0.3,0.02,0.59,0.48,0.29,447,447
0.1,0.34,0.89,0.4,0.34,0.17,0.26,0.08,0.04,0.12,0.08,448,448
0.47,0.26,0.92,0.47,0.28,0.34,0.34,0.06,0.26,0.44,0.06,449,449
0.31,0.69,0.29,0.84,0.64,0.14,1.0,0.84,0.27,0.32,1.0,450,450
0.19,0.7,0.46,0.41,0.65,0.22,0.67,0.41,0.1,0.2,0.5,451,451
0.15,0.76,0.08,0.38,0.81,0.23,0.75,0.38,0.06,0.16,0.22,452,452
0.65,0.23,0.65,0.75,0.19,0.87,0.18,0.02,0.71,0.65,0.28,453,453
0.61,0.51,0.27,0.53,0.43,0.44,0.44,0.17,1.0,0.61,0.15,454,454
0.24,0.58,0.72,0.25,0.55,0.28,0.41,0.08,0.14,0.22,0.1,455,455
0.29,0.6,0.62,0.24,0.55,0.23,0.33,0.02,0.09,0.26,0.08,456,456
0.3,0.31,0.46,0.52,0.24,0.12,1.0,0.16,0.14,0.29,0.3,457,457
0.21,0.39,0.81,0.3,0.4,0.29,0.18,0.09,0.08,0.22,0.03,458,458
0.64,0.18,0.49,0.44,0.21,0.84,0.06,0.1,0.7,0.57,0.18,459,459
0.71,0.22,0.62,0.34,0.23,0.57,0.06,0.0,0.48,0.64,0.02,460,460
0.27,0.72,0.65,0.45,0.7,0.32,0.33,0.89,0.13,0.27,0.69,461,461
0.26,0.28,0.48,1.0,0.23,0.19,0.43,0.09,0.17,0.28,0.34,462,462
0.15,0.65,0.33,0.26,0.62,0.22,0.48,0.46,0.07,0.15,0.33,463,463
0.16,0.43,0.28,0.19,0.51,0.23,0.47,0.38,0.05,0.14,0.1,464,464
0.3,0.59,0.59,0.39,0.56,0.33,0.22,0.07,0.31,0.3,0.6,465,465
0.48,0.64,0.67,0.43,0.63,0.35,0.14,0.1,0.26,0.48,0.51,466,466
0.26,0.67,0.59,0.25,0.65,0.25,0.66,0.51,0.06,0.23,0.14,467,467
0.43,0.3,0.49,0.25,0.27,0.52,0.06,0.0,0.28,0.41,0.07,468,468
0.41,0.11,0.43,0.43,0.1,0.73,0.29,0.21,0.71,0.47,0.03,469,469
0.44,0.43,0.49,0.4,0.4,0.35,0.3,0.41,0.23,0.43,0.12,470,470
0.34,0.76,0.78,0.73,0.7,0.25,0.34,0.24,0.12,0.31,0.91,471,471
0.2,0.68,0.6,0.37,0.73,0.22,0.55,0.28,0.1,0.19,0.16,472,472
0.15,0.61,0.45,0.57,0.62,0.21,0.61,0.3,0.08,0.17,0.37,473,473
0.31,0.32,0.62,0.25,0.33,0.39,0.13,0.22,0.22,0.32,0.06,474,474
0.75,0.11,0.44,0.28,0.05,0.83,0.17,0.0,0.62,0.59,0.02,475,475
0.21,0.51,0.38,0.3,0.47,0.18,0.5,0.26,0.08,0.21,0.13,476,476
0.37,0.54,0.41,0.53,0.45,0.14,0.66,0.5,0.16,0.38,0.39,477,477
0.3,0.42,0.69,0.38,0.45,0.29,0.26,0.04,0.11,0.31,0.05,478,478
0.75,0.58,0.44,0.58,0.55,0.4,0.47,1.0,0.38,0.65,0.37,479,479
0.79,0.22,0.45,0.37,0.18,0.7,0.24,0.08,0.63,0.73,0.04,480,480
0.6,0.64,0.61,0.6,0.57,0.5,0.17,0.05,0.77,0.62,0.25,481,481
0.37,0.65,0.92,0.29,0.56,0.25,0.32,0.44,0.12,0.36,0.2,482,482
0.19,0.25,0.55,0.46,0.28,0.27,0.22,0.22,0.15,0.19,0.06,483,483
0.1,0.75,0.47,0.48,0.62,0.15,0.5,0.3,0.06,0.05,0.53,484,484
0.74,0.52,0.83,0.45,0.64,0.58,0.08,0.03,0.46,0.71,0.04,485,485
0.22,0.62,0.46,0.41,0.55,0.28,0.53,0.29,0.13,0.22,0.47,486,486
0.3,0.52,0.14,0.43,0.43,0.16,0.98,0.2,0.15,0.28,0.29,487,487
0.6,0.45,0.39,0.32,0.4,0.28,0.47,0.12,0.32,0.58,0.5,488,488
0.43,0.39,0.65,0.44,0.35,0.33,0.48,0.24,0.34,0.38,0.14,489,489
0.34,0.75,0.76,0.4,0.68,0.4,0.27,0.05,0.18,0.35,0.2,490,490
0.17,0.58,0.78,0.55,0.55,0.19,0.32,0.1,0.06,0.11,0.02,491,491
0.5,0.43,0.06,0.72,0.35,0.1,0.63,0.34,0.42,0.51,0.54,492,492
0.48,0.25,0.44,0.17,0.24,0.52,0.12,0.13,0.3,0.4,0.13,493,493
0.09,0.52,0.82,0.32,0.42,0.22,0.27,0.18,0.08,0.07,0.14,494,494
0.39,0.43,0.71,0.4,0.42,0.39,0.29,0.04,0.32,0.37,0.1,495,495
0.37,0.4,0.55,1.0,0.39,0.3,0.39,0.27,0.27,0.38,0.07,496,496
0.22,0.54,0.54,0.27,0.52,0.22,0.47,0.11,0.06,0.19,0.09,497,497
0.81,0.33,0.47,0.35,0.3,0.58,0.17,0.11,0.48,0.73,0.06,498,498
0.44,0.54,0.59,0.52,0.51,0.34,0.19,0.22,0.2,0.43,0.09,499,499
0.44,0.52,0.66,0.49,0.49,0.38,0.35,0.2,0.3,0.45,0.27,500,500
0.19,0.42,0.19,0.59,0.36,0.14,0.7,0.5,0.05,0.19,0.34,501,501
0.39,0.62,0.74,0.42,0.55,0.37,0.21,0.06,0.11,0.37,0.17,502,502
0.1,0.33,0.6,0.8,0.27,0.13,0.34,0.13,0.08,0.1,0.02,503,503
0.24,0.52,0.63,0.56,0.48,0.19,0.59,0.19,0.08,0.23,0.08,504,504
0.52,0.25,0.66,0.4,0.26,0.53,0.07,0.24,0.4,0.52,0.09,505,505
0.36,0.37,0.62,0.3,0.36,0.31,0.09,0.05,0.15,0.38,0.07,506,506
0.42,0.39,0.63,0.46,0.36,0.43,0.2,0.15,0.22,0.42,0.1,507,507
0.71,0.18,0.47,0.34,0.14,0.62,0.13,0.19,0.52,0.72,0.03,508,508
0.8,0.28,0.77,0.31,0.25,0.61,0.08,0.0,0.47,0.7,0.04,509,509
0.82,0.19,0.3,0.45,0.15,0.88,0.18,0.22,0.87,0.77,0.02,510,510
0.09,0.43,0.84,0.23,0.41,0.26,0.04,0.17,0.07,0.12,0.0,511,511
0.27,0.64,0.55,0.23,0.56,0.25,0.05,0.0,0.14,0.26,0.16,512,512
0.05,0.69,0.4,0.37,0.66,0.1,1.0,0.33,0.03,0.04,0.44,513,513
0.17,0.64,0.59,0.53,0.61,0.17,0.61,0.24,0.06,0.14,0.19,514,514
0.23,0.63,0.6,0.43,0.59,0.21,0.55,0.29,0.03,0.21,0.14,515,515
0.17,0.28,0.53,1.0,0.21,0.15,0.73,0.32,0.12,0.17,0.53,516,516
0.2,0.47,0.55,0.44,0.43,0.2,0.67,0.15,0.29,0.19,0.26,517,517
0.37,0.77,0.5,0.49,0.75,0.38,0.25,0.1,0.25,0.39,0.25,518,518
0.27,0.46,0.11,0.39,0.45,0.13,0.54,0.63,0.02,0.2,0.21,519,519
0.68,0.05,0.21,0.28,0.04,0.54,0.24,0.11,0.58,0.63,0.04,520,520
0.25,0.68,0.59,0.62,0.58,0.24,0.38,0.2,0.14,0.22,0.5,521,521
0.15,0.41,0.25,0.27,0.36,0.13,0.5,0.32,0.06,0.15,0.19,522,522
0.18,0.48,0.54,0.42,0.47,0.23,0.6,0.16,0.13,0.15,0.02,523,523
0.09,0.39,0.64,0.37,0.37,0.22,0.35,0.36,0.06,0.12,0.02,524,524
0.41,0.39,0.24,0.54,0.33,0.42,0.4,0.24,0.59,0.44,0.3,525,525
0.54,0.24,0.43,0.35,0.21,0.66,0.14,0.11,0.38,0.59,0.09,526,526
0.29,0.59,0.51,0.36,0.59,0.3,0.43,0.07,0.23,0.29,0.18,527,527
0.27,0.87,0.4,0.39,0.85,0.12,0.72,0.34,0.08,0.26,0.62,528,528
0.14,0.57,0.59,0.3,0.58,0.2,0.4,0.17,0.09,0.18,0.47,529,529
0.34,0.59,0.18,0.31,0.57,0.21,0.74,0.23,0.22,0.33,0.37,530,530
0.11,0.48,0.75,0.22,0.47,0.24,0.25,0.14,0.05,0.09,0.06,531,531
0.43,0.41,0.59,1.0,0.36,0.51,0.3,0.28,0.98,0.44,0.41,532,532
0.17,0.67,0.47,0.41,0.57,0.16,0.51,0.35,0.09,0.15,0.05,533,533
0.23,0.71,0.7,0.44,0.7,0.23,0.22,0.09,0.09,0.21,0.78,534,534
0.18,0.35,0.63,0.24,0.37,0.31,0.32,0.17,0.13,0.15,0.19,535,535
0.37,0.0,0.56,1.0,0.01,0.26,0.51,0.2,0.46,0.4,0.04,536,536
0.06,0.54,0.18,0.47,0.53,0.11,1.0,0.07,0.0,0.06,0.29,537,537
0.3,0.73,0.56,0.41,0.69,0.3,0.3,0.52,0.13,0.28,0.69,538,538
0.4,0.43,0.48,0.39,0.42,0.27,0.51,0.2,0.25,0.37,0.05,539,539
0.23,0.64,0.64,0.45,0.58,0.26,0.44,0.6,0.12,0.21,0.35,540,540
0.71,0.41,0.65,0.47,0.35,0.33,0.25,0.05,0.58,0.7,0.23,541,541
0.52,0.25,0.29,0.48,0.24,0.38,0.34,0.25,0.32,0.55,0.11,542,542
0.3,0.45,0.64,0.3,0.41,0.28,0.28,0.12,0.11,0.27,0.1,543,543
0.14,0.83,0.51,0.48,0.87,0.17,0.49,0.85,0.05,0.15,0.66,544,544
0.31,0.61,0.6,0.43,0.56,0.38,0.29,0.14,0.18,0.32,0.32,545,545
0.25,0.65,0.84,0.43,0.6,0.31,0.28,0.12,0.1,0.25,0.17,546,546
0.29,0.3,0.63,0.3,0.27,0.39,0.14,0.08,0.17,0.3,0.03,547,547
0.55,0.63,0.47,0.32,0.6,0.34,0.41,0.09,0.39,0.54,0.3,548,548
0.41,0.36,0.71,0.85,0.3,0.89,0.11,0.07,0.79,0.42,0.15,549,549
0.17,0.66,0.64,0.49,0.63,0.23,0.54,0.6,0.13,0.12,0.6,550,550
0.16,0.72,0.48,0.49,0.72,0.2,0.63,0.33,0.08,0.17,0.21,551,551
0.19,0.8,0.77,0.38,0.73,0.27,0.3,0.19,0.1,0.2,0.27,552,552
0.4,0.55,0.24,0.21,0.66,0.4,0.47,0.08,0.19,0.38,0.8,553,553
0.28,0.14,0.42,0.32,0.11,0.23,0.24,0.4,0.14,0.26,0.02,554,554
0.41,0.3,0.57,0.28,0.24,0.5,0.07,0.07,0.23,0.39,0.03,555,555
0.08,0.74,0.34,0.29,0.7,0.23,0.48,0.24,0.07,0.08,0.69,556,556
0.44,0.56,0.76,0.35,0.52,0.21,0.48,0.07,0.13,0.43,0.54,557,557
0.27,0.6,0.63,0.33,0.62,0.24,0.38,0.27,0.17,0.26,0.07,558,558
0.39,0.54,0.78,0.37,0.48,0.28,0.28,0.2,0.22,0.4,0.03,559,559
0.42,0.78,0.53,0.48,0.7,0.3,0.25,0.08,0.27,0.42,0.15,560,560
0.26,0.71,0.57,0.47,0.66,0.3,0.39,0.16,0.18,0.28,0.66,561,561
0.21,0.63,0.68,0.38,0.7,0.27,0.18,0.11,0.12,0.2,0.07,562,562
0.73,0.08,0.43,0.25,0.08,0.68,0.07,0.05,0.32,0.66,0.07,563,563
0.4,0.32,0.69,0.37,0.35,0.35,0.19,0.0,0.14,0.41,0.05,564,564
0.19,0.48,0.3,0.35,0.42,0.22,0.51,0.12,0.05,0.19,0.03,565,565
0.21,0.51,0.54,0.63,0.48,0.23,0.49,0.23,0.16,0.24,0.09,566,566
0.22,0.58,0.61,0.28,0.52,0.17,0.43,0.14,0.05,0.2,0.48,567,567
0.67,0.48,0.43,0.55,0.42,0.36,0.34,0.29,0.58,0.69,0.2,568,568
0.15,0.46,0.62,0.72,0.42,0.23,0.41,0.06,0.13,0.15,0.1,569,569
0.14,0.75,0.52,0.26,0.76,0.22,0.42,0.15,0.07,0.12,0.36,570,570
0.44,0.82,0.36,0.46,0.72,0.29,0.45,0.11,0.42,0.47,0.37,571,571
0.31,0.76,0.71,0.42,0.73,0.27,0.23,0.11,0.13,0.3,0.21,572,572
0.38,0.66,0.32,0.35,0.65,0.33,0.4,0.12,0.3,0.37,0.49,573,573
0.49,0.61,0.37,0.41,0.54,0.31,0.37,0.08,0.42,0.51,0.3,574,574
