id,pct_empl_prof_serv,med_own_cost_pct_inc,num_in_shelters,pct_work_mom_young_kids,hous_vacant,pct_same_city85,pct_w_farm_self,white_per_cap,pct_hous_occup,pop_dens,violent_crimes_per_pop
564, , , , , , , , , , , 
565, , , , , , , , , , , 
566, , , , , , , , , , , 
567, , , , , , , , , , , 
568, , , , , , , , , , , 
569, , , , , , , , , , , 
570, , , , , , , , , , , 
571, , , , , , , , , , , 
572, , , , , , , , , , , 
573, , , , , , , , , , , 
574, , , , , , , , , , , 
575,0.39,0.84,0.0,0.41,0.12,0.39,0.31,0.58,0.67,0.14,0.22
576,0.74,0.58,0.01,0.48,0.13,0.36,0.49,0.32,0.0,0.04,0.04
577, , , , , , , , , , , 
578, , , , , , , , , , , 
579,0.35,0.42,0.0,0.5,0.1,0.3,0.19,0.41,0.67,0.32,0.13
580,0.47,0.29,0.01,0.46,0.02,0.88,0.1,0.25,0.78,0.25,0.93
581,0.44,0.56,0.0,0.43,0.01,0.8,0.08,0.59,0.92,0.39,0.04
582, , , , , , , , , , , 
583, , , , , , , , , , , 
584, , , , , , , , , , , 
585, , , , , , , , , , , 
586, , , , , , , , , , , 
587, , , , , , , , , , , 
588, , , , , , , , , , , 
589,0.43,0.16,0.0,0.69,0.01,0.83,0.58,0.37,0.84,0.03,0.1
590, , , , , , , , , , , 
591, , , , , , , , , , , 
592, , , , , , , , , , , 
593, , , , , , , , , , , 
594, , , , , , , , , , , 
595,0.43,0.19,0.0,0.3,0.01,0.64,0.16,0.31,0.91,0.16,0.03
596, , , , , , , , , , , 
597, , , , , , , , , , , 
598, , , , , , , , , , , 
599,0.55,0.57,0.0,0.21,0.01,0.68,0.3,0.65,0.87,0.04,0.05
600, , , , , , , , , , , 
601, , , , , , , , , , , 
602, , , , , , , , , , , 
603, , , , , , , , , , , 
604, , , , , , , , , , , 
605,0.45,0.44,0.21,0.59,0.15,0.84,0.11,0.29,0.66,0.97,0.85
606, , , , , , , , , , , 
607, , , , , , , , , , , 
608, , , , , , , , , , , 
609, , , , , , , , , , , 
610, , , , , , , , , , , 
611,0.54,0.66,0.02,0.62,0.04,0.85,0.17,0.33,0.77,1.0,1.0
612, , , , , , , , , , , 
613, , , , , , , , , , , 
614, , , , , , , , , , , 
615,0.34,0.65,0.01,0.44,0.34,0.67,0.15,0.33,0.0,0.07,0.18
616, , , , , , , , , , , 
617, , , , , , , , , , , 
618, , , , , , , , , , , 
619,0.36,0.42,0.0,0.51,0.01,0.49,0.4,0.42,0.89,0.08,0.08
620,0.56,0.23,0.07,0.49,0.3,0.77,0.26,0.39,0.52,0.12,0.52
621, , , , , , , , , , , 
622,0.38,0.39,0.0,0.6,0.01,0.63,0.31,0.27,0.92,0.25,0.06
623,0.33,0.58,0.0,0.55,0.03,0.51,0.13,0.38,0.74,0.42,0.12
624,0.3,0.16,0.0,0.49,0.0,0.85,0.11,0.28,0.92,0.05,0.07
625, , , , , , , , , , , 
626, , , , , , , , , , , 
627,0.34,0.32,0.0,0.37,0.12,0.48,0.08,0.61,0.0,0.21,0.26
628,0.73,0.82,0.0,0.61,0.01,0.56,0.31,1.0,0.91,0.23,0.12
629,0.3,0.56,0.0,0.32,0.03,0.83,0.14,0.24,0.91,0.6,0.53
630, , , , , , , , , , , 
631, , , , , , , , , , , 
632,0.45,0.4,0.0,0.24,0.02,0.54,0.73,0.77,0.87,0.18,0.01
633,0.42,0.3,0.0,0.39,0.03,0.51,0.3,0.28,0.56,0.08,0.43
634, , , , , , , , , , , 
635, , , , , , , , , , , 
636, , , , , , , , , , , 
637, , , , , , , , , , , 
638, , , , , , , , , , , 
639,0.52,0.54,0.04,0.22,0.03,0.58,0.37,0.26,0.88,0.29,0.23
640,0.43,0.24,0.05,0.64,0.28,0.78,0.19,0.26,0.63,0.26,0.24
641, , , , , , , , , , , 
642, , , , , , , , , , , 
643,1.0,0.63,0.0,0.66,0.02,0.0,0.39,0.26,0.69,0.27,0.24
644, , , , , , , , , , , 
645,0.38,0.32,0.0,0.82,0.02,0.74,0.21,0.37,0.81,0.25,0.13
646, , , , , , , , , , , 
647,0.19,0.34,0.0,0.42,0.02,0.59,0.0,0.4,0.81,0.42,0.23
648,0.38,0.7,0.07,0.6,0.08,0.31,0.15,0.65,0.83,0.47,0.17
649, , , , , , , , , , , 
650, , , , , , , , , , , 
651,0.84,0.11,0.0,0.44,0.01,0.01,0.08,0.15,0.8,0.14,0.15
652, , , , , , , , , , , 
653, , , , , , , , , , , 
654, , , , , , , , , , , 
655, , , , , , , , , , , 
656,0.51,0.51,0.0,0.46,0.02,0.75,0.33,0.71,0.88,0.04,0.02
657, , , , , , , , , , , 
658, , , , , , , , , , , 
659,0.45,0.0,0.0,0.6,0.04,0.7,0.37,0.16,0.58,0.13,0.27
660, , , , , , , , , , , 
661, , , , , , , , , , , 
662, , , , , , , , , , , 
663, , , , , , , , , , , 
664,0.48,0.67,0.0,0.64,0.01,0.67,0.32,0.39,0.8,0.45,0.28
665, , , , , , , , , , , 
666, , , , , , , , , , , 
667, , , , , , , , , , , 
668, , , , , , , , , , , 
669, , , , , , , , , , , 
670, , , , , , , , , , , 
671, , , , , , , , , , , 
672,0.44,0.61,0.0,0.69,0.27,0.52,0.09,0.43,0.15,0.57,0.48
673, , , , , , , , , , , 
674, , , , , , , , , , , 
675, , , , , , , , , , , 
676, , , , , , , , , , , 
677, , , , , , , , , , , 
678, , , , , , , , , , , 
679, , , , , , , , , , , 
680,0.36,0.54,0.06,0.46,0.31,0.35,0.1,0.33,0.67,0.21,0.35
681, , , , , , , , , , , 
682, , , , , , , , , , , 
683,0.22,0.66,0.01,0.63,0.02,0.56,0.08,0.28,0.71,0.1,0.03
684,0.76,0.23,0.0,0.5,0.01,0.63,0.33,0.58,0.81,0.38,0.31
685,0.23,0.54,0.0,0.56,0.13,0.54,0.23,0.64,0.82,0.45,0.1
686, , , , , , , , , , , 
687, , , , , , , , , , , 
688, , , , , , , , , , , 
689, , , , , , , , , , , 
690,0.25,0.34,0.0,0.7,0.01,0.93,0.15,0.3,0.9,0.06,0.14
691, , , , , , , , , , , 
692,0.7,0.37,0.0,0.58,0.03,0.33,0.28,0.5,0.77,0.3,0.23
693,0.35,0.5,0.01,0.0,0.01,0.69,0.42,1.0,0.87,0.12,0.01
694, , , , , , , , , , , 
695, , , , , , , , , , , 
696,0.47,0.53,0.16,0.48,0.74,0.42,0.27,0.31,0.54,0.18,0.21
697, , , , , , , , , , , 
698, , , , , , , , , , , 
699, , , , , , , , , , , 
700, , , , , , , , , , , 
701,0.58,0.32,0.0,0.61,0.03,0.76,0.32,0.19,0.66,0.07,0.24
702, , , , , , , , , , , 
703, , , , , , , , , , , 
704,0.57,0.5,0.0,0.71,0.01,0.53,0.31,0.43,0.85,0.04,0.1
705, , , , , , , , , , , 
706, , , , , , , , , , , 
707, , , , , , , , , , , 
708, , , , , , , , , , , 
709, , , , , , , , , , , 
710, , , , , , , , , , , 
711, , , , , , , , , , , 
712,0.58,0.54,0.0,0.56,0.01,0.9,0.14,0.53,0.95,0.19,0.04
713,0.37,0.72,0.0,0.74,0.04,0.74,0.09,0.79,0.42,0.38,0.07
714,0.2,0.73,0.08,0.35,0.12,0.35,0.22,0.28,0.8,0.3,0.48
715, , , , , , , , , , , 
716, , , , , , , , , , , 
717,0.43,0.47,0.07,0.59,0.04,0.77,0.32,0.3,0.85,0.07,0.37
718, , , , , , , , , , , 
719, , , , , , , , , , , 
720,1.0,0.35,0.0,0.69,0.01,0.0,0.2,0.16,0.65,0.05,0.01
721,0.52,0.44,0.03,0.36,0.05,0.43,0.31,0.23,0.75,0.16,0.24
722, , , , , , , , , , , 
723, , , , , , , , , , , 
724, , , , , , , , , , , 
725,0.31,0.65,0.13,0.61,0.11,0.56,0.24,0.49,0.8,0.52,0.19
726, , , , , , , , , , , 
727, , , , , , , , , , , 
728, , , , , , , , , , , 
729,0.28,0.28,0.0,0.49,0.0,0.95,0.11,0.34,0.94,0.09,0.06
730, , , , , , , , , , , 
731,0.51,0.41,0.0,0.28,0.01,0.71,0.63,0.14,0.87,0.12,0.1
732, , , , , , , , , , , 
733, , , , , , , , , , , 
734,0.38,0.63,0.0,0.5,0.16,0.57,0.0,0.27,0.15,0.43,0.69
735, , , , , , , , , , , 
736, , , , , , , , , , , 
737,0.36,0.54,0.0,0.71,0.09,0.46,0.14,0.28,0.54,0.38,0.32
738, , , , , , , , , , , 
739, , , , , , , , , , , 
740, , , , , , , , , , , 
741,0.7,0.23,0.0,0.87,0.01,0.21,1.0,0.12,0.75,0.2,0.05
742,0.47,0.47,0.0,0.87,0.01,0.8,0.11,0.34,0.94,0.43,0.15
743,0.39,0.21,0.0,0.49,0.01,0.52,0.35,0.47,0.85,0.12,0.04
744,0.35,0.63,0.04,0.5,0.1,0.62,0.13,0.5,0.72,0.13,0.11
745,0.3,0.38,0.0,0.62,0.01,0.27,0.78,0.26,0.73,0.04,0.11
746, , , , , , , , , , , 
747,0.42,0.6,0.0,0.31,0.04,0.73,0.22,0.56,0.88,0.14,0.03
748,0.53,0.23,0.0,0.82,0.01,0.98,0.29,0.32,0.9,0.18,0.04
749,0.3,0.46,0.4,0.59,0.41,0.34,0.16,0.38,0.56,0.2,0.95
750, , , , , , , , , , , 
751,0.27,0.5,0.03,0.63,0.09,0.52,0.19,0.26,0.48,0.16,0.59
752, , , , , , , , , , , 
753, , , , , , , , , , , 
754, , , , , , , , , , , 
755,0.84,0.37,0.0,0.92,0.03,0.67,1.0,0.2,0.68,0.12,0.05
756, , , , , , , , , , , 
757, , , , , , , , , , , 
758,0.48,0.39,0.14,0.61,0.21,0.55,0.75,0.24,0.52,0.15,0.21
759,0.41,0.69,0.0,0.79,0.05,0.67,0.06,0.46,0.78,0.64,0.65
760, , , , , , , , , , , 
761,0.65,0.15,0.0,0.71,0.01,0.71,0.43,0.23,0.83,0.12,0.05
762, , , , , , , , , , , 
763, , , , , , , , , , , 
764, , , , , , , , , , , 
765,0.32,0.55,0.0,0.43,0.03,0.8,0.28,0.5,0.86,0.1,0.02
766, , , , , , , , , , , 
767, , , , , , , , , , , 
768, , , , , , , , , , , 
769, , , , , , , , , , , 
770,0.39,0.2,0.0,0.63,0.01,0.5,0.64,0.33,0.89,0.23,0.08
771, , , , , , , , , , , 
772, , , , , , , , , , , 
773, , , , , , , , , , , 
774,0.7,0.36,0.01,0.18,0.01,0.69,0.17,1.0,0.92,0.17,0.05
775, , , , , , , , , , , 
776, , , , , , , , , , , 
777,0.83,0.04,0.0,0.43,0.04,0.62,0.46,0.4,0.81,0.08,0.1
778, , , , , , , , , , , 
779, , , , , , , , , , , 
780, , , , , , , , , , , 
781, , , , , , , , , , , 
782,0.75,0.34,0.0,0.36,0.01,0.67,0.62,0.93,0.87,0.06,0.02
783, , , , , , , , , , , 
784, , , , , , , , , , , 
785, , , , , , , , , , , 
786, , , , , , , , , , , 
787, , , , , , , , , , , 
788,0.54,0.32,0.0,0.51,0.03,0.68,0.18,0.28,0.68,0.14,0.25
789, , , , , , , , , , , 
790, , , , , , , , , , , 
791,0.42,0.61,0.0,0.68,0.02,0.0,0.12,0.33,0.59,0.07,0.34
792,0.43,0.11,0.02,0.61,0.07,0.8,0.4,0.22,0.77,0.3,0.11
793, , , , , , , , , , , 
794, , , , , , , , , , , 
795, , , , , , , , , , , 
796, , , , , , , , , , , 
797, , , , , , , , , , , 
798, , , , , , , , , , , 
799,0.25,0.65,0.04,0.54,0.06,0.67,0.33,0.3,0.88,0.49,0.5
800, , , , , , , , , , , 
801,0.29,0.71,0.0,0.36,0.03,0.55,0.23,0.49,0.75,0.06,0.08
802, , , , , , , , , , , 
803, , , , , , , , , , , 
804, , , , , , , , , , , 
805, , , , , , , , , , , 
806, , , , , , , , , , , 
807, , , , , , , , , , , 
808,0.27,0.54,0.0,0.62,0.1,0.84,0.13,0.27,0.77,0.7,0.19
809, , , , , , , , , , , 
810,0.69,0.41,0.0,0.52,0.06,0.79,0.27,0.75,0.84,0.23,0.09
811,0.24,0.56,0.0,0.64,0.05,0.79,0.22,0.37,0.61,0.03,0.17
812, , , , , , , , , , , 
813, , , , , , , , , , , 
814, , , , , , , , , , , 
815, , , , , , , , , , , 
816, , , , , , , , , , , 
817, , , , , , , , , , , 
818,0.43,0.47,0.0,0.73,0.02,0.89,0.11,0.48,0.89,0.18,0.03
819, , , , , , , , , , , 
820, , , , , , , , , , , 
821, , , , , , , , , , , 
822, , , , , , , , , , , 
823, , , , , , , , , , , 
824,0.58,0.96,0.0,0.08,0.01,0.72,0.68,1.0,0.85,0.14,0.03
825, , , , , , , , , , , 
826, , , , , , , , , , , 
827,0.55,0.53,0.01,0.45,0.05,0.25,0.19,0.27,0.7,0.19,0.22
828, , , , , , , , , , , 
829,0.35,0.15,0.04,0.68,0.08,0.71,0.23,0.28,0.73,0.1,0.16
830, , , , , , , , , , , 
831,0.49,0.87,0.02,0.43,0.04,0.74,0.1,0.37,0.56,0.98,0.85
832, , , , , , , , , , , 
833,0.31,0.37,0.0,0.73,0.02,0.63,0.54,0.15,0.77,0.17,0.13
834, , , , , , , , , , , 
835, , , , , , , , , , , 
836, , , , , , , , , , , 
837, , , , , , , , , , , 
838,0.43,0.57,0.0,0.73,0.01,0.47,0.68,0.51,0.84,0.08,0.06
839, , , , , , , , , , , 
840, , , , , , , , , , , 
841, , , , , , , , , , , 
842, , , , , , , , , , , 
843,0.62,0.56,0.0,0.49,0.01,0.72,0.44,0.63,0.91,0.06,0.01
844,1.0,0.63,0.0,0.52,0.01,0.35,0.19,0.5,0.88,0.8,0.25
845, , , , , , , , , , , 
846, , , , , , , , , , , 
847,0.57,0.16,0.04,0.53,0.14,0.61,0.18,0.17,0.55,0.17,0.13
848, , , , , , , , , , , 
849, , , , , , , , , , , 
850,0.31,0.69,0.01,0.29,0.1,0.39,0.18,0.26,0.67,0.28,0.57
851, , , , , , , , , , , 
852,0.77,0.36,0.01,0.23,0.06,0.79,0.11,0.27,0.5,0.17,0.49
853, , , , , , , , , , , 
854, , , , , , , , , , , 
855, , , , , , , , , , , 
856, , , , , , , , , , , 
857, , , , , , , , , , , 
858, , , , , , , , , , , 
859, , , , , , , , , , , 
860, , , , , , , , , , , 
861, , , , , , , , , , , 
862,0.35,0.71,0.0,0.52,0.2,0.57,0.19,0.32,0.27,0.07,0.17
863, , , , , , , , , , , 
864, , , , , , , , , , , 
865,0.22,0.68,0.0,0.48,0.11,0.74,0.12,0.36,0.72,1.0,1.0
866, , , , , , , , , , , 
867, , , , , , , , , , , 
868, , , , , , , , , , , 
869, , , , , , , , , , , 
870,0.37,0.23,0.0,0.65,0.01,0.94,0.03,0.24,0.88,0.15,0.22
871, , , , , , , , , , , 
872, , , , , , , , , , , 
873, , , , , , , , , , , 
874, , , , , , , , , , , 
875, , , , , , , , , , , 
876,0.43,0.34,0.0,0.86,0.01,0.74,0.08,0.23,0.73,0.14,0.63
877, , , , , , , , , , , 
878, , , , , , , , , , , 
879, , , , , , , , , , , 
880, , , , , , , , , , , 
881, , , , , , , , , , , 
882, , , , , , , , , , , 
883, , , , , , , , , , , 
884, , , , , , , , , , , 
885, , , , , , , , , , , 
886, , , , , , , , , , , 
887,0.55,0.3,0.01,0.59,0.04,0.75,0.43,0.46,0.77,0.17,0.69
888, , , , , , , , , , , 
889, , , , , , , , , , , 
890,0.44,0.63,0.0,0.81,0.03,0.64,0.24,0.29,0.76,0.18,0.05
891,0.32,0.66,0.0,0.45,0.03,0.8,0.15,0.4,0.82,0.86,0.2
892, , , , , , , , , , , 
893, , , , , , , , , , , 
894, , , , , , , , , , , 
895, , , , , , , , , , , 
896, , , , , , , , , , , 
897,0.53,0.51,0.0,0.42,0.02,0.74,0.09,0.24,0.62,0.13,0.31
898,0.09,0.85,0.0,0.37,0.01,0.82,0.24,0.21,0.92,0.79,0.47
899, , , , , , , , , , , 
900,0.32,0.66,0.08,0.52,0.06,0.16,0.12,0.4,0.74,0.12,0.22
901, , , , , , , , , , , 
902, , , , , , , , , , , 
903, , , , , , , , , , , 
904, , , , , , , , , , , 
905, , , , , , , , , , , 
906,0.4,0.47,0.0,0.33,0.01,0.38,0.24,0.37,0.84,0.05,0.0
907, , , , , , , , , , , 
908, , , , , , , , , , , 
909, , , , , , , , , , , 
910,0.67,0.34,0.01,0.56,0.05,0.59,0.47,0.2,0.48,0.1,0.22
911,0.3,0.35,0.01,0.57,0.01,0.52,0.19,0.29,0.89,0.33,0.1
912, , , , , , , , , , , 
913, , , , , , , , , , , 
914, , , , , , , , , , , 
915, , , , , , , , , , , 
916, , , , , , , , , , , 
917, , , , , , , , , , , 
918,0.53,0.19,0.0,0.65,0.09,0.58,0.52,0.29,0.46,0.07,0.3
919, , , , , , , , , , , 
920, , , , , , , , , , , 
921,0.39,0.34,0.04,0.55,0.07,0.74,0.09,0.25,0.86,0.31,0.22
922, , , , , , , , , , , 
923,0.8,0.62,0.0,0.34,0.01,0.86,0.57,0.66,0.82,0.3,0.06
924, , , , , , , , , , , 
925,0.35,0.62,0.0,0.37,0.02,0.94,0.27,0.3,0.87,0.09,0.04
926,0.31,0.23,0.0,0.71,0.04,0.7,0.54,0.29,0.71,0.08,0.35
927, , , , , , , , , , , 
928, , , , , , , , , , , 
929, , , , , , , , , , , 
930, , , , , , , , , , , 
931, , , , , , , , , , , 
932, , , , , , , , , , , 
933, , , , , , , , , , , 
934, , , , , , , , , , , 
935,0.38,0.51,0.0,0.4,0.01,0.61,0.16,0.41,0.89,0.09,0.03
936, , , , , , , , , , , 
937, , , , , , , , , , , 
938,0.35,0.59,0.0,0.39,0.01,0.87,0.12,0.48,0.94,0.72,0.02
939, , , , , , , , , , , 
940, , , , , , , , , , , 
941,0.52,0.54,0.01,0.52,0.02,0.53,0.28,0.25,0.84,0.04,0.16
942,0.27,0.59,0.0,0.42,0.11,0.17,0.21,0.66,0.56,0.12,0.08
943, , , , , , , , , , , 
944, , , , , , , , , , , 
945, , , , , , , , , , , 
946, , , , , , , , , , , 
947, , , , , , , , , , , 
948, , , , , , , , , , , 
949, , , , , , , , , , , 
950, , , , , , , , , , , 
951, , , , , , , , , , , 
952, , , , , , , , , , , 
953, , , , , , , , , , , 
954, , , , , , , , , , , 
955, , , , , , , , , , , 
956, , , , , , , , , , , 
957,0.56,0.44,0.01,0.16,0.0,0.64,0.52,0.84,0.97,0.16,0.02
958,0.75,0.52,0.01,0.42,0.13,0.73,0.18,0.4,0.52,0.17,0.81
959, , , , , , , , , , , 
960, , , , , , , , , , , 
961, , , , , , , , , , , 
962,0.11,0.55,0.0,0.71,0.02,0.62,0.12,0.27,0.82,0.41,0.07
963,0.89,0.27,0.0,0.68,0.01,0.65,0.2,0.27,0.91,0.15,0.06
964,0.68,0.27,0.01,0.7,0.01,0.0,0.38,0.13,0.84,0.22,0.06
965, , , , , , , , , , , 
966, , , , , , , , , , , 
967, , , , , , , , , , , 
968, , , , , , , , , , , 
969, , , , , , , , , , , 
970, , , , , , , , , , , 
971, , , , , , , , , , , 
972,0.33,0.49,0.0,0.82,0.02,0.05,1.0,0.11,0.48,0.12,0.05
973,0.32,0.53,0.0,0.46,0.01,0.69,0.83,0.64,0.83,0.02,0.02
974,0.39,0.22,0.01,0.4,0.04,0.89,0.17,0.2,0.79,0.2,0.11
975, , , , , , , , , , , 
976, , , , , , , , , , , 
977, , , , , , , , , , , 
978, , , , , , , , , , , 
979, , , , , , , , , , , 
980, , , , , , , , , , , 
981, , , , , , , , , , , 
982, , , , , , , , , , , 
983,0.32,0.13,0.0,0.52,0.02,0.76,0.34,0.25,0.84,0.19,0.05
984,0.68,0.32,0.03,0.54,0.14,0.64,0.51,0.32,0.48,0.09,0.48
985, , , , , , , , , , , 
986, , , , , , , , , , , 
987, , , , , , , , , , , 
988, , , , , , , , , , , 
989, , , , , , , , , , , 
990, , , , , , , , , , , 
991,0.4,0.39,0.0,0.4,0.04,0.74,0.29,0.49,0.76,0.12,0.02
992, , , , , , , , , , , 
993, , , , , , , , , , , 
994, , , , , , , , , , , 
995,0.25,0.04,0.0,0.48,0.01,0.68,0.21,0.24,0.79,0.15,0.12
996,0.42,0.33,0.34,0.24,1.0,0.91,0.09,0.19,0.54,0.55,0.69
997, , , , , , , , , , , 
998, , , , , , , , , , , 
999, , , , , , , , , , , 
1000, , , , , , , , , , , 
1001,0.39,0.56,0.15,0.47,0.13,0.66,0.13,0.31,0.72,0.36,0.54
1002, , , , , , , , , , , 
1003, , , , , , , , , , , 
1004, , , , , , , , , , , 
1005,0.36,0.5,0.0,0.54,0.12,0.71,0.19,0.3,0.67,0.4,0.5
1006, , , , , , , , , , , 
1007, , , , , , , , , , , 
1008,0.4,0.89,0.01,0.34,0.02,0.24,0.45,0.65,0.77,0.03,0.02
1009, , , , , , , , , , , 
1010,0.49,0.49,0.03,0.61,0.03,0.61,0.55,0.33,0.85,0.36,0.24
1011,0.22,0.94,0.0,0.31,0.05,0.08,0.21,0.16,0.43,0.06,0.57
1012,0.39,0.19,0.0,0.5,0.06,0.8,0.23,0.21,0.76,0.21,0.45
1013, , , , , , , , , , , 
1014, , , , , , , , , , , 
1015,0.44,0.66,0.0,0.51,0.04,0.73,0.31,1.0,0.83,0.68,0.14
1016, , , , , , , , , , , 
1017, , , , , , , , , , , 
1018, , , , , , , , , , , 
1019, , , , , , , , , , , 
1020, , , , , , , , , , , 
1021, , , , , , , , , , , 
1022, , , , , , , , , , , 
1023, , , , , , , , , , , 
1024,0.2,0.32,0.0,0.81,0.01,0.68,0.46,0.21,0.88,0.3,0.15
1025,0.17,0.41,0.0,0.33,0.0,0.85,0.04,0.3,0.94,0.35,0.03
1026, , , , , , , , , , , 
1027, , , , , , , , , , , 
1028, , , , , , , , , , , 
1029, , , , , , , , , , , 
1030, , , , , , , , , , , 
1031,0.41,0.28,0.0,0.62,0.01,0.94,0.18,0.32,0.95,0.25,0.03
1032, , , , , , , , , , , 
1033, , , , , , , , , , , 
1034, , , , , , , , , , , 
1035, , , , , , , , , , , 
1036, , , , , , , , , , , 
1037, , , , , , , , , , , 
1038,0.34,0.63,0.14,0.53,0.79,0.65,0.25,0.67,0.21,0.4,0.59
1039, , , , , , , , , , , 
1040, , , , , , , , , , , 
1041,0.48,0.51,0.0,0.49,0.01,0.49,0.27,0.67,0.91,0.28,0.04
1042, , , , , , , , , , , 
1043, , , , , , , , , , , 
1044, , , , , , , , , , , 
1045,0.32,0.68,0.0,0.49,0.1,0.51,0.13,0.4,0.59,0.12,0.22
1046,0.41,0.22,0.0,0.76,0.02,0.74,0.29,0.39,0.82,0.2,0.16
1047,0.22,0.29,0.0,0.52,0.04,0.73,0.35,0.19,0.28,0.12,0.45
1048, , , , , , , , , , , 
1049, , , , , , , , , , , 
1050, , , , , , , , , , , 
1051, , , , , , , , , , , 
1052, , , , , , , , , , , 
1053,0.26,0.56,0.02,0.83,0.06,0.54,0.13,0.32,0.81,0.31,0.2
1054,0.82,0.47,0.01,0.52,0.05,0.47,0.22,0.97,0.87,0.2,0.1
1055, , , , , , , , , , , 
1056, , , , , , , , , , , 
1057,0.39,0.4,0.0,0.63,0.0,0.93,0.65,0.36,0.95,0.22,0.11
1058, , , , , , , , , , , 
1059, , , , , , , , , , , 
1060, , , , , , , , , , , 
1061, , , , , , , , , , , 
1062,0.32,0.21,0.0,0.56,0.02,0.8,0.24,0.24,0.71,0.02,0.15
1063, , , , , , , , , , , 
1064, , , , , , , , , , , 
1065, , , , , , , , , , , 
1066, , , , , , , , , , , 
1067, , , , , , , , , , , 
1068,1.0,0.51,0.01,0.36,0.02,0.0,0.23,0.16,0.84,0.45,0.15
1069,0.84,0.44,0.0,0.78,0.03,0.28,1.0,0.2,0.48,0.19,0.03
1070, , , , , , , , , , , 
1071,0.36,0.71,1.0,0.38,1.0,0.72,0.2,0.57,0.75,0.62,1.0
1072, , , , , , , , , , , 
1073, , , , , , , , , , , 
1074,0.96,0.22,0.0,0.63,0.02,0.32,0.46,0.24,0.78,0.12,0.29
1075, , , , , , , , , , , 
1076,0.39,0.41,0.59,0.56,1.0,0.65,0.41,0.33,0.32,0.06,0.57
1077,0.4,0.66,0.02,0.7,0.05,0.42,0.38,0.34,0.66,0.08,0.04
1078, , , , , , , , , , , 
1079, , , , , , , , , , , 
1080,0.37,0.59,0.0,0.22,0.0,0.71,0.25,0.32,0.9,0.02,0.05
1081, , , , , , , , , , , 
1082, , , , , , , , , , , 
1083, , , , , , , , , , , 
1084, , , , , , , , , , , 
1085, , , , , , , , , , , 
1086, , , , , , , , , , , 
1087, , , , , , , , , , , 
1088,0.32,0.58,0.0,0.24,0.0,0.66,0.47,0.16,0.92,0.4,0.24
1089, , , , , , , , , , , 
1090,0.62,0.42,0.04,0.41,0.05,0.69,0.15,0.14,0.27,0.09,0.41
1091,0.73,0.41,0.01,0.47,0.06,0.06,0.46,0.1,0.59,0.14,0.19
1092, , , , , , , , , , , 
1093, , , , , , , , , , , 
1094, , , , , , , , , , , 
1095, , , , , , , , , , , 
1096, , , , , , , , , , , 
1097,0.64,0.49,0.0,0.35,0.0,0.92,0.26,0.73,0.92,0.06,0.06
1098,0.64,0.44,0.0,0.25,0.02,0.76,1.0,1.0,0.63,0.06,0.06
1099,0.56,0.27,0.02,0.37,0.03,0.78,0.12,0.17,0.72,0.24,0.42
1100, , , , , , , , , , , 
1101,0.3,0.63,0.03,0.45,0.1,0.75,0.19,0.49,0.83,0.45,0.2
1102, , , , , , , , , , , 
1103, , , , , , , , , , , 
1104, , , , , , , , , , , 
1105, , , , , , , , , , , 
1106, , , , , , , , , , , 
1107, , , , , , , , , , , 
1108, , , , , , , , , , , 
1109, , , , , , , , , , , 
1110, , , , , , , , , , , 
1111, , , , , , , , , , , 
1112, , , , , , , , , , , 
1113,0.47,0.63,0.0,0.43,0.04,0.76,0.11,0.46,0.85,0.71,0.15
1114, , , , , , , , , , , 
1115, , , , , , , , , , , 
1116,0.75,0.36,0.03,0.54,0.02,0.41,0.05,0.16,0.81,0.42,0.08
1117, , , , , , , , , , , 
1118,0.24,0.27,0.0,0.64,0.05,0.61,0.33,0.39,0.71,0.28,0.35
1119, , , , , , , , , , , 
1120, , , , , , , , , , , 
1121, , , , , , , , , , , 
1122,0.57,0.39,0.0,0.73,0.01,0.74,0.11,0.47,0.88,0.18,0.03
1123, , , , , , , , , , , 
1124, , , , , , , , , , , 
1125,0.37,0.38,0.0,0.67,0.04,0.67,0.15,0.31,0.81,0.21,0.09
1126,0.4,0.72,0.03,0.56,0.13,0.39,0.19,0.37,0.76,0.3,0.6
1127,0.65,0.26,0.08,0.56,0.73,0.69,0.22,0.41,0.39,0.25,1.0
1128, , , , , , , , , , , 
1129, , , , , , , , , , , 
1130, , , , , , , , , , , 
1131,0.5,0.29,0.03,0.49,0.05,0.57,0.35,0.28,0.43,0.14,0.83
1132,0.41,0.37,0.0,0.47,0.11,0.74,0.65,0.29,0.62,0.15,0.39
1133,0.5,0.46,0.1,0.62,0.14,0.63,0.13,0.3,0.63,0.15,0.29
1134, , , , , , , , , , , 
1135, , , , , , , , , , , 
1136, , , , , , , , , , , 
1137,0.25,0.68,0.0,0.27,0.02,0.74,0.29,0.24,0.91,0.84,0.52
1138, , , , , , , , , , , 
1139, , , , , , , , , , , 
1140,0.19,0.83,0.0,0.69,0.02,0.69,0.43,0.37,0.73,0.04,0.1
1141,0.32,0.41,0.03,0.38,0.03,0.82,0.1,0.31,0.82,0.05,0.39
1142, , , , , , , , , , , 
1143,0.42,0.28,0.0,0.38,0.01,0.95,0.12,0.21,0.8,0.07,0.07
1144, , , , , , , , , , , 
1145, , , , , , , , , , , 
1146, , , , , , , , , , , 
1147, , , , , , , , , , , 
