pers_per_fam,population,pct_speak_engl_only,pct_use_pub_trans,pct_wo_full_plumb,pct_occup_manu,rent_high_q,pct_occup_mgmt_prof,pct_hous_own_occ,age_pct16t24,violent_crimes_per_pop,squirrel_id
0.56,0.02,0.78,0.63,0.15,0.15,0.58,0.78,0.63,0.23,0.11,_287_
0.35,0.01,0.95,0.0,0.34,0.57,0.26,0.34,0.43,0.23,0.09,_288_
0.49,0.11,0.93,0.33,0.34,0.24,0.29,0.51,0.35,0.55,0.53,_289_
0.3,0.06,0.59,0.68,0.18,0.2,0.84,0.64,0.44,0.27,0.23,_290_
0.51,0.0,0.95,0.05,0.41,0.39,0.45,0.44,0.78,0.53,0.01,_291_
0.62,0.03,0.88,0.58,0.11,0.1,0.79,0.83,0.81,0.31,0.08,_292_
0.95,0.02,0.0,0.02,0.86,0.42,0.14,0.36,0.55,0.36,0.2,_293_
0.38,0.0,0.97,0.04,0.26,0.3,0.35,0.47,0.57,0.29,0.26,_294_
0.49,0.02,0.96,0.05,0.28,0.67,0.14,0.24,0.45,0.33,0.34,_295_
0.44,0.0,0.99,0.02,0.22,0.83,0.14,0.26,0.47,0.3,0.57,_296_
0.33,0.21,0.96,0.05,0.18,0.42,0.2,0.34,0.45,0.57,0.18,_297_
0.59,0.0,0.95,0.14,0.0,0.22,0.79,0.62,0.89,0.27,0.03,_298_
0.51,0.0,0.96,0.0,0.29,0.45,0.12,0.26,0.7,0.32,0.11,_299_
0.34,0.01,0.94,0.12,0.24,0.34,0.42,0.44,0.21,0.76,0.18,_300_
0.84,0.07,0.01,0.34,0.23,0.56,0.44,0.14,0.19,0.64,0.61,_301_
0.47,0.01,0.63,0.28,0.13,0.34,0.64,0.49,0.5,0.23,0.18,_302_
0.5,0.1,0.91,0.17,0.42,0.48,0.25,0.25,0.21,0.69,0.93,_303_
0.53,0.08,0.7,0.02,0.05,0.23,0.56,0.62,0.5,0.33,0.3,_304_
0.42,0.03,0.89,0.2,0.11,0.15,0.66,0.69,0.81,0.21,0.04,_305_
0.31,0.03,0.96,0.05,0.09,0.34,0.29,0.4,0.71,0.2,0.11,_306_
0.72,0.01,0.91,0.17,0.13,0.34,0.79,0.43,0.95,0.33,0.18,_307_
1.0,0.2,0.13,0.18,0.25,0.73,0.57,0.27,0.48,0.43,0.67,_308_
0.54,0.01,0.94,0.3,0.11,0.14,0.79,0.71,0.79,0.25,0.02,_309_
0.39,0.17,0.8,0.13,0.07,0.32,0.65,0.45,0.48,0.28,0.22,_310_
0.4,0.07,0.94,0.11,0.21,0.56,0.24,0.35,0.47,0.62,0.06,_311_
0.51,0.0,0.8,0.18,0.0,0.4,0.8,0.48,0.71,0.23,0.02,_312_
0.42,0.02,0.85,0.01,0.34,0.32,0.44,0.54,0.52,0.5,0.01,_313_
0.48,0.05,0.68,0.43,0.11,0.16,0.7,0.64,0.63,0.21,0.12,_314_
0.56,0.02,0.89,0.43,0.05,0.1,0.87,0.88,0.88,0.2,0.01,_315_
0.37,0.04,0.97,0.07,0.13,0.57,0.22,0.33,0.5,0.29,0.53,_316_
0.42,0.09,0.73,0.16,0.28,0.19,0.7,0.64,0.43,0.38,0.4,_317_
0.43,0.0,0.72,0.04,0.0,0.39,0.55,0.24,0.33,0.31,0.19,_318_
0.74,0.03,0.27,0.21,0.7,0.44,0.8,0.28,0.13,0.4,0.82,_319_
0.31,0.0,0.95,0.04,0.2,0.41,0.33,0.31,0.62,0.13,0.03,_320_
0.59,0.05,0.93,0.01,0.16,0.5,0.3,0.29,0.7,0.3,0.14,_321_
0.42,0.02,0.96,0.0,0.42,0.62,0.17,0.32,0.5,0.33,0.74,_322_
0.49,0.0,0.74,0.57,0.0,0.19,0.86,0.57,0.56,0.23,0.04,_323_
0.63,0.02,0.88,0.08,0.12,0.31,0.7,0.44,0.63,0.6,0.07,_324_
0.53,0.02,0.81,0.0,0.16,0.25,0.32,0.64,0.6,0.23,0.03,_325_
0.6,0.07,0.47,0.1,0.19,0.43,0.69,0.38,0.47,0.38,0.37,_326_
0.62,0.09,0.63,0.01,0.43,0.48,0.24,0.27,0.47,0.37,0.23,_327_
0.6,0.0,0.85,0.42,0.21,0.43,0.58,0.32,0.71,0.32,0.09,_328_
0.49,0.0,0.86,0.19,0.16,0.45,0.41,0.3,0.52,0.31,0.18,_329_
0.33,0.0,0.99,0.06,0.39,0.39,0.08,0.37,0.48,0.27,0.23,_330_
0.51,0.3,0.94,0.09,0.25,0.36,0.16,0.45,0.49,0.35,0.44,_331_
0.54,0.03,0.74,0.04,0.0,0.5,0.48,0.37,0.61,0.28,0.03,_332_
0.62,0.18,0.55,0.02,0.41,0.5,0.25,0.24,0.4,0.36,0.51,_333_
0.4,0.0,0.89,0.1,0.2,0.33,0.53,0.62,0.69,0.22,0.06,_334_
0.6,0.0,0.58,0.04,0.36,0.61,0.16,0.27,0.6,0.29,0.3,_335_
0.09,0.09,0.89,0.03,0.11,0.33,0.36,0.33,0.59,0.16,0.26,_336_
0.35,0.32,0.89,0.16,0.15,0.19,0.36,0.59,0.34,0.55,0.35,_337_
0.51,0.0,0.82,0.17,0.07,0.21,0.91,0.71,0.72,0.15,0.1,_338_
0.56,0.02,0.98,0.04,0.56,0.47,0.14,0.36,0.45,0.27,0.29,_339_
0.62,0.43,0.31,0.64,0.24,0.31,0.85,0.38,0.52,0.29,0.16,_340_
0.6,0.58,0.53,1.0,0.49,0.34,0.53,0.52,0.27,0.31,1.0,_341_
0.39,0.08,0.85,0.02,1.0,0.32,0.31,0.29,0.56,0.51,0.42,_342_
0.33,0.07,0.96,0.09,0.3,0.33,0.14,0.52,0.47,0.48,0.23,_343_
0.42,0.03,0.94,0.12,0.42,0.65,0.14,0.37,0.4,0.34,0.78,_344_
0.58,0.16,0.74,0.04,0.06,0.22,0.91,0.54,0.72,0.31,0.26,_345_
0.26,0.1,0.72,0.2,0.16,0.32,0.5,0.37,0.56,0.18,1.0,_346_
0.56,0.02,0.85,0.12,0.04,0.15,0.81,0.72,0.62,0.42,0.07,_347_
0.48,0.15,0.76,0.04,0.19,0.48,0.23,0.36,0.33,0.63,0.64,_348_
0.44,0.03,0.83,0.35,0.19,0.47,0.27,0.27,0.79,0.24,0.15,_349_
0.65,0.03,0.86,0.0,0.06,0.35,0.35,0.39,0.71,0.3,0.09,_350_
0.6,0.03,0.74,0.33,0.09,0.42,0.62,0.42,0.69,0.31,0.11,_351_
0.67,0.01,0.73,0.2,0.13,0.23,1.0,0.71,0.93,0.31,0.02,_352_
0.56,0.04,0.51,0.19,0.4,0.36,0.63,0.43,0.34,0.32,0.39,_353_
0.44,0.02,0.45,0.1,0.05,0.06,0.68,0.91,0.3,0.27,0.14,_354_
0.43,0.14,0.9,0.27,0.23,0.25,0.26,0.55,0.31,0.77,0.87,_355_
0.58,0.09,0.66,1.0,0.31,0.33,0.54,0.43,0.2,0.29,0.6,_356_
0.42,0.01,0.86,0.04,0.22,0.47,0.26,0.34,0.48,0.44,0.11,_357_
1.0,0.0,0.0,0.35,0.21,1.0,0.52,0.12,0.36,0.45,1.0,_358_
0.74,0.02,0.31,0.09,0.5,0.59,0.12,0.17,0.34,0.39,0.36,_359_
0.58,0.04,0.87,0.31,0.13,0.14,0.76,0.63,0.73,0.26,0.08,_360_
0.49,0.0,0.5,0.16,0.38,0.19,0.58,0.67,0.87,0.32,0.59,_361_
0.45,0.0,0.95,0.03,0.44,0.68,0.17,0.33,0.64,0.26,0.1,_362_
0.44,0.01,0.97,0.03,0.05,0.3,0.28,0.44,0.69,0.27,0.11,_363_
0.47,0.11,0.55,1.0,0.1,0.28,0.68,0.53,0.13,0.52,0.1,_364_
0.9,0.0,0.1,0.01,0.67,0.57,0.14,0.22,0.45,0.37,0.39,_365_
0.5,0.06,0.21,0.44,0.36,0.33,0.38,0.33,0.36,0.27,0.75,_366_
0.51,0.03,0.84,0.17,0.08,0.15,0.58,0.76,0.71,0.19,0.03,_367_
0.6,0.02,0.9,0.39,0.06,0.22,0.68,0.59,0.81,0.27,0.12,_368_
0.53,0.06,0.01,1.0,0.59,0.53,0.56,0.38,0.25,0.26,0.12,_369_
0.42,0.01,0.86,0.03,0.11,0.4,0.27,0.4,0.44,0.64,0.28,_370_
0.51,0.0,0.92,0.05,0.93,0.36,0.69,0.49,0.75,0.26,0.03,_371_
0.49,0.27,0.89,0.08,0.25,0.46,0.23,0.38,0.43,0.4,0.25,_372_
0.82,0.02,0.15,0.04,0.3,0.58,0.59,0.22,0.49,0.38,0.36,_373_
0.45,0.01,0.9,0.03,0.53,0.52,0.19,0.29,0.61,0.33,0.63,_374_
0.8,0.32,0.36,0.11,0.39,0.45,0.38,0.35,0.36,0.35,0.65,_375_
0.49,0.4,0.89,0.31,0.2,0.4,0.31,0.34,0.3,0.7,0.47,_376_
0.49,0.06,0.96,0.03,0.37,0.74,0.18,0.36,0.41,0.29,0.53,_377_
0.42,0.09,0.76,0.28,0.29,0.37,0.19,0.33,0.36,0.36,0.18,_378_
0.49,0.01,0.9,0.02,0.41,0.42,0.26,0.2,0.43,0.33,0.16,_379_
0.41,0.0,0.95,0.01,0.27,0.8,0.13,0.2,0.57,0.24,0.02,_380_
0.49,0.01,0.96,0.0,0.28,0.35,0.23,0.49,0.52,0.35,0.35,_381_
0.74,0.04,0.88,0.2,0.06,0.14,1.0,0.64,0.93,0.32,0.02,_382_
0.58,0.0,0.92,0.06,0.0,0.41,0.48,0.44,0.71,0.43,0.13,_383_
0.2,0.0,0.89,0.03,0.37,0.23,0.31,0.35,0.56,0.32,0.19,_384_
0.44,0.04,0.74,0.98,0.29,0.35,0.55,0.29,0.26,0.32,0.69,_385_
0.44,0.1,0.97,0.06,0.33,0.64,0.16,0.3,0.46,0.4,0.62,_386_
0.33,0.04,0.98,0.05,0.18,0.52,0.14,0.33,0.55,0.26,0.09,_387_
0.37,0.02,0.93,0.14,0.25,0.32,0.47,0.4,0.55,0.31,0.06,_388_
0.45,0.01,0.97,0.07,0.07,0.48,0.25,0.34,0.59,0.27,0.08,_389_
0.58,0.0,0.88,0.03,0.14,0.18,0.79,0.69,0.8,0.24,0.09,_390_
0.61,0.04,0.71,0.01,0.05,0.35,0.25,0.43,0.58,0.24,0.34,_391_
0.37,0.02,0.83,0.98,0.16,0.03,1.0,0.98,0.82,0.19,0.05,_392_
0.33,0.01,0.82,0.1,0.16,0.19,0.66,0.74,0.71,0.14,0.17,_393_
0.36,0.02,0.87,0.06,0.64,0.5,0.1,0.38,0.5,0.32,0.79,_394_
0.35,0.01,0.95,0.0,0.2,1.0,0.14,0.26,0.6,0.26,0.37,_395_
0.46,0.68,0.9,0.32,0.29,0.39,0.28,0.41,0.47,0.29,1.0,_396_
0.97,0.0,0.14,0.02,0.46,0.67,0.66,0.17,0.54,0.37,0.29,_397_
0.33,0.05,0.87,0.07,0.17,0.25,0.62,0.45,0.66,0.21,0.75,_398_
0.46,0.04,0.81,0.17,0.45,0.46,0.27,0.21,0.4,0.28,1.0,_399_
0.51,0.01,0.98,0.05,0.0,0.49,0.3,0.43,0.61,0.54,0.07,_400_
0.58,0.0,0.72,0.14,0.36,0.1,1.0,0.77,0.93,0.23,0.04,_401_
0.69,0.35,0.28,1.0,0.69,0.52,0.51,0.36,0.11,0.36,0.83,_402_
0.54,0.01,0.77,0.03,0.37,0.44,0.45,0.42,0.79,0.34,0.09,_403_
0.31,0.0,0.88,0.02,0.0,0.01,0.55,1.0,0.67,0.25,0.06,_404_
0.58,0.01,0.81,0.01,0.08,0.57,0.27,0.31,0.51,0.38,0.27,_405_
0.53,0.01,0.91,0.11,0.27,0.19,1.0,0.64,0.81,0.46,0.12,_406_
0.35,0.06,0.69,0.19,0.05,0.09,0.62,0.82,0.26,1.0,0.06,_407_
0.37,0.0,0.87,0.06,0.14,0.11,0.53,0.63,0.47,0.26,0.03,_408_
0.48,0.05,0.94,0.0,0.2,0.32,0.26,0.37,0.47,0.33,0.11,_409_
0.6,0.03,0.74,0.0,0.0,0.33,0.68,0.45,0.56,0.26,0.22,_410_
0.36,0.01,0.96,0.07,0.17,0.49,0.31,0.25,0.52,0.29,0.07,_411_
0.37,0.01,0.94,0.04,0.22,0.55,0.23,0.36,0.45,0.24,0.13,_412_
0.45,0.2,0.93,0.13,0.16,0.34,0.35,0.37,0.5,0.42,0.19,_413_
0.31,0.01,0.7,0.04,0.17,0.26,0.34,0.39,0.67,0.2,0.41,_414_
0.6,0.0,0.85,0.27,0.14,0.53,0.34,0.17,0.39,0.31,0.44,_415_
0.48,0.07,0.85,0.09,0.04,0.16,0.93,0.64,0.65,0.29,0.06,_416_
0.4,0.0,0.94,0.01,0.0,0.69,0.19,0.28,0.49,0.26,0.27,_417_
0.36,0.03,0.96,0.0,0.21,0.69,0.16,0.38,0.45,0.42,0.36,_418_
0.56,0.07,0.68,0.05,0.5,0.37,0.26,0.44,0.36,0.53,0.34,_419_
0.53,0.02,0.8,0.13,0.11,0.2,0.94,0.6,0.81,0.26,0.07,_420_
0.54,0.07,0.74,0.01,0.02,0.22,0.94,0.57,0.68,0.22,0.11,_421_
0.15,0.04,0.89,0.04,0.0,0.24,0.36,0.39,0.65,0.15,0.21,_422_
0.39,0.01,0.77,0.02,0.0,0.27,0.43,0.32,0.58,0.3,0.24,_423_
0.35,0.0,0.95,0.0,0.06,0.34,0.14,0.47,0.37,0.7,0.12,_424_
0.69,0.03,0.43,0.02,0.25,0.38,0.25,0.32,0.45,0.31,0.24,_425_
0.72,0.05,0.0,0.28,0.97,1.0,0.49,0.17,0.27,0.37,0.5,_426_
0.37,0.0,0.35,0.36,0.44,0.51,0.53,0.35,0.27,0.26,0.02,_427_
0.61,0.15,0.44,0.16,0.57,0.53,0.51,0.33,0.27,0.45,0.53,_428_
1.0,0.0,0.96,0.05,0.07,0.72,0.18,0.21,0.7,0.33,0.04,_429_
0.32,0.0,0.9,0.94,0.66,0.26,0.25,0.56,0.45,0.21,0.17,_430_
0.38,0.01,0.95,0.0,0.21,0.63,0.21,0.23,0.58,0.25,0.11,_431_
0.4,0.01,0.83,0.13,0.22,0.34,0.49,0.41,0.24,1.0,0.19,_432_
0.49,0.11,0.82,0.0,0.45,0.37,0.23,0.44,0.49,0.39,0.39,_433_
0.35,0.02,0.87,0.05,0.22,0.46,0.46,0.39,0.56,0.26,0.08,_434_
0.74,0.06,0.97,0.01,0.48,0.56,0.14,0.34,0.49,0.33,0.23,_435_
0.37,0.0,0.95,0.04,0.05,0.34,0.38,0.52,0.54,0.28,0.07,_436_
0.5,0.02,0.85,0.22,0.05,0.36,0.39,0.43,0.77,0.27,0.13,_437_
0.43,0.0,0.97,0.01,0.35,0.53,0.22,0.26,0.82,0.35,0.06,_438_
0.57,0.01,0.67,0.05,0.57,0.6,0.04,0.27,0.52,0.29,0.42,_439_
0.44,0.0,0.72,0.18,0.14,0.39,0.62,0.48,0.37,0.29,0.09,_440_
0.76,0.02,0.84,0.03,0.05,0.3,0.5,0.38,0.74,0.19,0.06,_441_
0.58,0.01,0.47,0.16,0.25,0.35,0.88,0.37,0.47,0.35,0.2,_442_
0.6,0.0,0.5,0.0,0.67,0.63,0.15,0.22,0.54,0.26,0.26,_443_
1.0,0.08,0.0,0.35,0.69,1.0,0.52,0.09,0.36,0.5,1.0,_444_
1.0,0.02,0.0,0.5,0.8,1.0,0.57,0.0,0.0,0.53,0.66,_445_
0.47,0.09,0.89,0.32,0.09,0.42,0.35,0.32,0.49,0.3,0.14,_446_
0.37,0.01,0.84,0.04,0.22,0.24,0.59,0.42,0.62,0.18,0.29,_447_
0.45,0.01,0.95,0.01,0.32,0.46,0.13,0.34,0.46,0.32,0.08,_448_
0.51,0.01,0.77,0.01,0.53,0.31,0.53,0.44,0.77,0.52,0.06,_449_
0.78,0.43,0.36,1.0,1.0,0.79,0.38,0.16,0.02,0.42,1.0,_450_
0.47,0.07,0.74,0.08,0.63,0.46,0.21,0.38,0.42,0.32,0.5,_451_
0.4,0.01,0.9,0.17,0.25,0.63,0.15,0.31,0.47,0.27,0.22,_452_
0.55,0.01,0.75,0.82,0.32,0.15,0.84,0.87,0.71,0.66,0.28,_453_
0.56,0.27,0.07,0.23,0.26,0.24,0.71,0.54,0.23,0.29,0.15,_454_
0.3,0.01,0.68,0.01,0.4,0.26,0.25,0.39,0.51,0.22,0.1,_455_
0.56,0.01,0.95,0.02,0.18,0.48,0.3,0.25,0.63,0.29,0.08,_456_
0.86,0.01,0.09,0.05,0.34,0.45,0.29,0.21,0.48,0.46,0.3,_457_
0.46,0.0,0.94,0.0,0.09,0.67,0.23,0.36,0.61,0.21,0.03,_458_
0.49,0.0,0.87,0.17,0.13,0.08,0.73,0.87,0.92,0.23,0.18,_459_
0.6,0.0,0.88,0.19,0.3,0.27,0.76,0.68,0.78,0.24,0.02,_460_
0.45,1.0,0.94,0.18,0.19,0.39,0.3,0.42,0.47,0.31,0.69,_461_
0.27,0.08,0.86,0.19,0.14,0.21,0.31,0.65,0.17,1.0,0.34,_462_
0.58,0.13,0.51,0.0,0.45,0.39,0.18,0.33,0.53,0.31,0.33,_463_
0.44,0.01,0.8,0.0,0.48,0.5,0.16,0.3,0.69,0.25,0.1,_464_
0.33,0.02,0.92,0.03,0.27,0.21,0.3,0.41,0.34,0.41,0.6,_465_
0.42,0.05,0.92,0.13,0.25,0.28,0.51,0.42,0.32,0.36,0.51,_466_
0.48,0.01,0.85,0.0,0.47,0.41,0.24,0.33,0.69,0.24,0.14,_467_
0.47,0.02,0.91,0.02,0.22,0.26,0.4,0.59,0.81,0.25,0.07,_468_
0.56,0.0,0.85,0.42,0.0,0.08,0.62,0.85,0.87,0.29,0.03,_469_
0.63,0.07,0.91,0.36,0.15,0.32,0.44,0.42,0.71,0.29,0.12,_470_
0.37,0.02,0.92,0.06,0.18,0.42,0.31,0.37,0.25,0.54,0.91,_471_
0.39,0.01,0.95,0.11,0.44,0.61,0.23,0.38,0.41,0.26,0.16,_472_
0.42,0.03,0.81,0.07,0.26,0.38,0.19,0.38,0.47,0.41,0.37,_473_
0.57,0.03,0.97,0.05,0.21,0.39,0.31,0.51,0.83,0.26,0.06,_474_
0.49,0.01,0.83,0.01,0.05,0.05,0.91,0.85,0.95,0.27,0.02,_475_
0.49,0.02,0.82,0.0,0.39,0.29,0.23,0.39,0.44,0.41,0.13,_476_
0.96,0.04,0.0,0.06,0.54,0.38,0.42,0.16,0.37,0.45,0.39,_477_
0.43,0.02,0.89,0.16,0.35,0.52,0.34,0.28,0.53,0.26,0.05,_478_
0.57,0.0,0.87,0.48,0.69,0.32,0.81,0.47,0.61,0.3,0.37,_479_
0.41,0.01,0.84,0.54,0.18,0.12,0.9,0.82,0.71,0.22,0.04,_480_
0.42,0.11,0.61,0.81,0.24,0.24,0.69,0.6,0.33,0.4,0.25,_481_
0.56,0.02,0.88,0.03,0.37,0.36,0.36,0.32,0.56,0.27,0.2,_482_
0.42,0.01,0.91,0.11,0.17,0.45,0.22,0.45,0.58,0.33,0.06,_483_
0.53,0.01,0.96,0.02,0.94,0.73,0.08,0.32,0.42,0.31,0.53,_484_
0.37,0.01,0.76,0.14,0.11,0.15,0.78,0.64,0.59,0.23,0.04,_485_
0.49,0.11,0.84,0.02,0.29,0.43,0.23,0.44,0.42,0.38,0.47,_486_
0.88,0.03,0.0,0.03,0.22,0.36,0.32,0.4,0.41,0.34,0.29,_487_
0.85,0.17,0.63,0.05,0.15,0.4,0.67,0.33,0.7,0.26,0.5,_488_
0.47,0.01,0.74,0.08,0.65,0.49,0.45,0.28,0.48,0.24,0.14,_489_
0.35,0.19,0.89,0.2,0.06,0.25,0.38,0.52,0.52,0.29,0.2,_490_
0.4,0.0,0.97,0.01,0.09,0.54,0.12,0.26,0.59,0.43,0.02,_491_
1.0,0.15,0.0,0.36,0.76,1.0,0.56,0.1,0.25,0.5,0.54,_492_
0.56,0.01,0.94,0.01,0.02,0.19,0.48,0.54,0.88,0.2,0.13,_493_
0.46,0.01,0.98,0.01,0.48,0.93,0.08,0.24,0.58,0.31,0.14,_494_
0.37,0.04,0.82,0.04,0.3,0.5,0.42,0.36,0.55,0.25,0.1,_495_
0.35,0.05,0.89,0.19,0.14,0.21,0.48,0.5,0.25,1.0,0.07,_496_
0.49,0.02,0.97,0.02,0.11,0.9,0.18,0.2,0.59,0.32,0.09,_497_
0.53,0.03,0.71,0.36,0.1,0.18,0.86,0.69,0.71,0.2,0.06,_498_
0.41,0.01,0.88,0.1,0.08,0.48,0.46,0.32,0.48,0.25,0.09,_499_
0.53,0.03,0.85,0.14,0.18,0.37,0.54,0.45,0.62,0.22,0.27,_500_
0.69,0.02,0.05,0.0,0.8,0.36,0.21,0.42,0.47,0.56,0.34,_501_
0.4,0.01,0.94,0.04,0.0,0.28,0.39,0.47,0.56,0.3,0.17,_502_
0.34,0.0,0.95,0.03,0.36,0.34,0.11,0.52,0.44,0.99,0.02,_503_
0.45,0.03,0.85,0.17,0.22,0.51,0.24,0.29,0.41,0.29,0.08,_504_
0.53,0.01,0.92,0.15,0.03,0.25,0.53,0.73,0.66,0.27,0.09,_505_
0.47,0.0,0.94,0.01,0.1,0.43,0.4,0.39,0.57,0.22,0.07,_506_
0.46,0.0,0.91,0.89,0.71,0.2,0.45,0.59,0.57,0.24,0.1,_507_
0.45,0.0,0.68,0.9,0.71,0.16,0.84,0.7,0.69,0.17,0.03,_508_
0.51,0.02,0.84,0.14,0.03,0.2,0.84,0.6,0.91,0.22,0.04,_509_
0.53,0.02,0.85,0.49,0.09,0.09,1.0,0.93,0.77,0.22,0.02,_510_
0.4,0.0,0.98,0.03,0.33,0.54,0.12,0.34,0.54,0.24,0.0,_511_
0.43,0.0,0.97,0.01,0.1,0.44,0.25,0.36,0.44,0.32,0.16,_512_
0.45,0.01,0.94,0.0,0.56,0.55,0.03,0.25,0.59,0.25,0.44,_513_
0.53,0.02,0.98,0.02,0.83,0.57,0.18,0.32,0.42,0.43,0.19,_514_
0.48,0.04,0.94,0.06,0.26,0.76,0.21,0.3,0.52,0.36,0.14,_515_
0.47,0.02,0.91,0.02,0.28,0.27,0.18,0.56,0.38,1.0,0.53,_516_
0.44,0.13,0.35,0.11,0.35,0.85,0.25,0.19,0.15,0.34,0.26,_517_
0.35,0.05,0.84,0.28,0.07,0.32,0.43,0.45,0.36,0.31,0.25,_518_
0.9,0.0,0.25,0.05,0.09,0.89,0.19,0.08,0.65,0.34,0.21,_519_
0.72,0.03,0.79,0.82,0.07,0.18,0.83,0.65,0.96,0.24,0.04,_520_
0.34,0.07,0.95,0.18,0.1,0.42,0.24,0.37,0.34,0.49,0.5,_521_
0.75,0.01,0.18,0.0,0.07,0.53,0.16,0.23,0.6,0.32,0.19,_522_
0.37,0.02,0.64,0.15,0.38,0.56,0.15,0.33,0.39,0.24,0.02,_523_
0.49,0.01,0.94,0.0,0.19,0.3,0.12,0.35,0.57,0.23,0.02,_524_
0.52,0.29,0.47,1.0,0.41,0.3,0.54,0.46,0.29,0.28,0.3,_525_
0.51,0.1,0.78,0.39,0.06,0.11,0.71,0.76,0.84,0.24,0.09,_526_
0.2,0.03,0.89,0.0,0.27,0.26,0.34,0.45,0.58,0.27,0.18,_527_
0.6,0.01,0.69,0.21,0.52,0.78,0.27,0.09,0.5,0.3,0.62,_528_
0.49,0.0,0.72,0.01,0.18,0.48,0.2,0.37,0.55,0.27,0.47,_529_
0.53,0.02,0.58,0.02,0.21,0.5,0.37,0.22,0.59,0.22,0.37,_530_
0.34,0.0,0.98,0.04,0.16,0.53,0.09,0.37,0.62,0.2,0.06,_531_
0.33,0.14,0.55,1.0,0.24,0.15,0.62,0.82,0.12,0.62,0.41,_532_
0.49,0.0,0.89,0.06,0.07,0.29,0.14,0.45,0.44,0.46,0.05,_533_
0.3,0.0,0.97,0.07,0.21,0.36,0.19,0.32,0.47,0.37,0.78,_534_
0.42,0.01,0.97,0.01,0.78,0.52,0.17,0.43,0.82,0.23,0.19,_535_
0.4,0.0,0.9,0.14,0.02,0.09,0.76,0.59,0.47,1.0,0.04,_536_
0.36,0.03,0.9,0.26,0.63,0.58,0.05,0.21,0.35,0.25,0.29,_537_
0.47,1.0,0.9,0.15,0.23,0.35,0.32,0.38,0.54,0.34,0.69,_538_
0.56,0.01,0.88,0.03,0.12,0.72,0.4,0.2,0.62,0.33,0.05,_539_
0.54,0.28,0.95,0.09,0.25,0.35,0.24,0.45,0.51,0.36,0.35,_540_
0.9,0.07,0.22,0.38,0.22,0.54,0.84,0.3,0.61,0.34,0.23,_541_
0.5,0.01,0.49,0.19,0.3,0.64,0.57,0.24,0.66,0.29,0.11,_542_
0.56,0.01,0.96,0.06,0.19,0.53,0.29,0.26,0.75,0.32,0.1,_543_
0.53,0.05,0.97,0.39,0.33,0.53,0.17,0.25,0.39,0.31,0.66,_544_
0.5,0.4,0.79,0.01,0.08,0.29,0.35,0.5,0.4,0.39,0.32,_545_
0.51,0.02,0.92,0.04,0.1,0.39,0.26,0.34,0.54,0.38,0.17,_546_
0.47,0.01,0.97,0.28,0.2,0.22,0.32,0.61,0.67,0.23,0.03,_547_
0.58,0.08,0.77,0.12,0.05,0.36,0.62,0.34,0.57,0.28,0.3,_548_
0.31,0.01,0.85,0.11,0.0,0.02,0.47,0.96,0.38,0.8,0.15,_549_
0.43,0.04,0.95,0.05,0.18,0.68,0.14,0.36,0.37,0.35,0.6,_550_
0.4,0.01,0.9,0.06,0.29,0.56,0.18,0.34,0.38,0.43,0.21,_551_
0.33,0.03,0.97,0.03,0.14,0.33,0.19,0.52,0.43,0.34,0.27,_552_
0.01,0.03,0.56,0.21,0.2,0.24,0.47,0.38,0.6,0.05,0.8,_553_
1.0,0.0,0.94,0.08,0.11,0.24,0.31,0.61,0.9,0.31,0.02,_554_
0.51,0.02,0.94,0.05,0.05,0.17,0.48,0.64,0.74,0.23,0.03,_555_
0.31,0.03,0.97,0.04,0.32,0.4,0.11,0.34,0.44,0.2,0.69,_556_
0.31,0.03,0.65,0.27,0.14,0.35,0.43,0.21,0.59,0.2,0.54,_557_
0.42,0.0,0.96,0.07,0.39,0.47,0.29,0.23,0.52,0.29,0.07,_558_
0.4,0.01,0.86,0.12,0.11,0.49,0.44,0.3,0.52,0.32,0.03,_559_
0.44,0.03,0.81,0.36,0.03,0.37,0.45,0.32,0.37,0.35,0.15,_560_
0.44,0.6,0.57,0.11,0.16,0.24,0.32,0.52,0.48,0.32,0.66,_561_
0.31,0.02,0.96,0.01,0.24,0.51,0.21,0.36,0.53,0.31,0.07,_562_
0.52,0.04,0.87,0.06,0.17,0.19,0.83,0.72,0.94,0.19,0.07,_563_
0.56,0.02,0.91,0.07,0.15,0.53,0.46,0.31,0.59,0.29,0.05,_564_
0.41,0.0,0.88,0.02,0.45,0.48,0.18,0.29,0.61,0.25,0.03,_565_
0.33,0.01,0.72,0.02,0.36,0.36,0.25,0.47,0.38,0.64,0.09,_566_
0.54,0.01,0.86,0.01,0.72,0.44,0.22,0.32,0.56,0.29,0.48,_567_
0.73,0.11,0.34,0.11,0.19,0.42,0.84,0.4,0.55,0.4,0.2,_568_
0.28,0.02,0.93,0.01,0.24,0.45,0.16,0.41,0.38,0.9,0.1,_569_
0.26,0.04,0.93,0.06,0.75,0.35,0.14,0.33,0.51,0.21,0.36,_570_
0.47,0.13,0.75,0.12,0.14,0.32,0.49,0.34,0.26,0.39,0.37,_571_
0.35,0.02,0.95,0.02,0.29,0.45,0.32,0.41,0.43,0.31,0.21,_572_
0.48,0.07,0.67,0.01,0.39,0.55,0.43,0.31,0.44,0.27,0.49,_573_
0.58,0.2,0.32,0.25,0.2,0.31,0.57,0.42,0.42,0.36,0.3,_574_
0.35,0.09,0.72,0.15,0.13,0.18,0.89,0.64,0.54,0.24,0.22,_575_
