id,pct_not_speak_engl_well,rent_low_q,num_immig,pers_per_occup_hous,pct_teen2_par,householdsize,pers_per_own_occ_hous,pct_employ,pct_same_house85,pct_pop_under_pov,violent_crimes_per_pop
299,0.02,0.12,0.0,0.54,0.79,0.51,0.5,0.35,0.64,0.39,0.11
300,0.07,0.4,0.0,0.25,0.39,0.39,0.32,0.49,0.36,0.32,0.18
301,0.91,0.37,0.13,0.81,0.36,0.97,0.8,0.48,0.3,0.56,0.61
302,0.24,0.64,0.02,0.42,0.63,0.39,0.52,0.7,0.61,0.08,0.18
303,0.04,0.2,0.01,0.45,0.16,0.61,0.41,0.71,0.15,0.58,0.93
304,0.2,0.51,0.04,0.49,0.64,0.49,0.53,0.53,0.34,0.23,0.3
305,0.03,0.73,0.01,0.42,0.67,0.39,0.43,0.74,0.43,0.04,0.04
306,0.02,0.29,0.0,0.34,0.64,0.31,0.37,0.54,0.69,0.11,0.11
307,0.02,0.4,0.0,0.79,0.86,0.71,0.76,0.69,0.92,0.05,0.18
308,1.0,0.5,0.28,0.98,0.53,0.94,0.9,0.47,0.34,0.49,0.67
309,0.04,0.29,0.0,0.54,0.87,0.51,0.59,0.59,0.81,0.09,0.02
310,0.18,0.57,0.07,0.37,0.51,0.35,0.35,0.51,0.34,0.21,0.22
311,0.04,0.22,0.01,0.34,0.56,0.42,0.4,0.49,0.47,0.33,0.06
312,0.09,0.68,0.01,0.5,0.75,0.45,0.57,0.66,0.77,0.04,0.02
313,0.04,0.35,0.0,0.38,0.71,0.47,0.38,0.58,0.33,0.19,0.01
314,0.22,0.53,0.04,0.45,0.71,0.43,0.54,0.53,0.77,0.1,0.12
315,0.02,0.9,0.01,0.64,0.82,0.58,0.65,0.69,0.64,0.03,0.01
316,0.02,0.12,0.0,0.35,0.35,0.34,0.38,0.42,0.58,0.4,0.53
317,0.21,0.48,0.05,0.37,0.58,0.41,0.51,0.64,0.61,0.15,0.4
318,0.21,0.55,0.01,0.45,0.52,0.41,0.34,0.52,0.25,0.33,0.19
319,0.81,0.69,0.05,0.66,0.55,0.6,0.55,0.62,0.32,0.34,0.82
320,0.06,0.21,0.0,0.34,0.49,0.33,0.34,0.19,0.47,0.3,0.03
321,0.03,0.23,0.01,0.66,0.59,0.6,0.62,0.73,0.47,0.2,0.14
322,0.03,0.12,0.0,0.36,0.56,0.37,0.3,0.24,0.6,0.68,0.74
323,0.1,0.74,0.01,0.42,0.8,0.39,0.62,0.6,0.77,0.05,0.04
324,0.07,0.58,0.01,0.61,0.85,0.92,0.73,0.46,0.54,0.11,0.07
325,0.07,0.3,0.01,0.56,0.9,0.52,0.61,0.67,0.46,0.08,0.03
326,0.59,0.68,0.07,0.58,0.59,0.53,0.55,0.63,0.49,0.2,0.37
327,0.3,0.21,0.04,0.58,0.57,0.54,0.59,0.45,0.48,0.42,0.23
328,0.04,0.23,0.0,0.56,0.64,0.52,0.67,0.57,0.88,0.15,0.09
329,0.08,0.52,0.0,0.48,0.67,0.52,0.61,0.62,0.62,0.12,0.18
330,0.02,0.06,0.0,0.28,0.6,0.37,0.29,0.15,0.58,0.59,0.23
331,0.04,0.1,0.03,0.42,0.31,0.41,0.46,0.36,0.58,0.59,0.44
332,0.14,0.39,0.02,0.51,0.71,0.46,0.58,0.66,0.61,0.1,0.03
333,0.36,0.25,0.09,0.58,0.59,0.54,0.59,0.52,0.43,0.37,0.51
334,0.05,0.54,0.0,0.38,0.76,0.37,0.51,0.7,0.72,0.11,0.06
335,0.22,0.1,0.0,0.51,0.6,0.5,0.47,0.4,0.65,0.58,0.3
336,0.04,0.38,0.03,0.13,0.53,0.13,0.12,0.25,0.5,0.18,0.26
337,0.06,0.33,0.07,0.27,0.46,0.32,0.37,0.66,0.29,0.3,0.35
338,0.06,0.72,0.01,0.55,0.88,0.52,0.47,0.79,0.4,0.02,0.1
339,0.02,0.03,0.0,0.4,0.0,0.37,0.38,0.22,0.67,0.89,0.29
340,0.4,0.74,0.58,0.56,0.65,0.53,0.59,0.62,0.58,0.14,0.16
341,0.56,0.4,0.49,0.41,0.23,0.4,0.48,0.4,0.49,0.5,1.0
342,0.06,0.31,0.02,0.4,0.54,0.5,0.28,0.32,0.22,0.4,0.42
343,0.02,0.11,0.0,0.24,0.42,0.28,0.29,0.14,0.58,0.61,0.23
344,0.05,0.04,0.0,0.34,0.32,0.37,0.35,0.33,0.49,0.49,0.78
345,0.22,0.8,0.08,0.59,0.69,0.56,0.58,0.77,0.32,0.08,0.26
346,0.26,0.42,0.07,0.21,0.28,0.23,0.17,0.29,0.5,0.42,1.0
347,0.08,0.49,0.01,0.52,0.78,0.56,0.63,0.56,0.65,0.06,0.07
348,0.16,0.14,0.03,0.37,0.32,0.42,0.35,0.27,0.38,0.76,0.64
349,0.06,0.29,0.01,0.41,0.62,0.38,0.42,0.39,0.9,0.14,0.15
350,0.06,0.3,0.01,0.75,0.78,0.69,0.73,0.67,0.6,0.12,0.09
351,0.2,0.45,0.02,0.58,0.67,0.54,0.65,0.61,0.78,0.11,0.11
352,0.1,0.74,0.01,0.77,0.88,0.72,0.75,0.65,0.84,0.0,0.02
353,0.54,0.57,0.05,0.5,0.45,0.46,0.45,0.59,0.42,0.32,0.39
354,0.28,0.67,0.04,0.29,0.53,0.28,0.53,0.65,0.49,0.12,0.14
355,0.04,0.16,0.02,0.29,0.23,0.56,0.29,0.46,0.33,0.56,0.87
356,0.27,0.39,0.1,0.48,0.27,0.45,0.63,0.48,0.78,0.3,0.6
357,0.18,0.23,0.01,0.42,0.59,0.47,0.43,0.44,0.33,0.33,0.11
358,1.0,0.39,0.03,1.0,0.54,1.0,1.0,0.32,0.63,0.46,1.0
359,1.0,0.12,0.03,0.63,0.49,0.6,0.52,0.36,0.24,0.88,0.36
360,0.06,0.69,0.01,0.57,0.77,0.52,0.65,0.8,0.5,0.04,0.08
361,0.26,0.39,0.02,0.46,0.53,0.49,0.45,0.51,0.57,0.29,0.59
362,0.02,0.17,0.0,0.39,0.78,0.39,0.47,0.67,0.7,0.14,0.1
363,0.03,0.27,0.0,0.5,0.78,0.46,0.52,0.73,0.53,0.1,0.11
364,0.42,0.48,0.11,0.37,0.51,0.36,0.51,0.6,0.5,0.3,0.1
365,0.89,0.14,0.02,0.81,0.42,0.76,0.69,0.28,0.5,0.74,0.39
366,0.57,0.41,0.12,0.37,0.34,0.35,0.48,0.51,0.4,0.4,0.75
367,0.04,0.55,0.01,0.43,0.88,0.43,0.53,0.55,0.59,0.04,0.03
368,0.06,0.5,0.01,0.62,0.86,0.61,0.66,0.63,0.8,0.05,0.12
369,0.95,0.31,0.13,0.42,0.57,0.39,0.59,0.51,0.65,0.24,0.12
370,0.07,0.25,0.0,0.33,0.49,0.45,0.44,0.33,0.54,0.48,0.28
371,0.08,0.59,0.0,0.53,0.87,0.48,0.55,0.73,0.6,0.07,0.03
372,0.05,0.11,0.04,0.46,0.36,0.47,0.46,0.48,0.44,0.49,0.25
373,0.84,0.47,0.04,0.81,0.65,0.76,0.65,0.49,0.49,0.31,0.36
374,0.08,0.11,0.0,0.45,0.43,0.48,0.4,0.32,0.62,0.43,0.63
375,0.73,0.33,0.32,0.68,0.54,0.66,0.57,0.31,0.4,0.57,0.65
376,0.05,0.27,0.07,0.43,0.26,0.58,0.41,0.56,0.33,0.51,0.47
377,0.04,0.08,0.0,0.45,0.36,0.41,0.44,0.52,0.55,0.48,0.53
378,0.14,0.16,0.02,0.29,0.39,0.32,0.37,0.26,0.67,0.58,0.18
379,0.04,0.26,0.0,0.49,0.46,0.49,0.45,0.56,0.38,0.33,0.16
380,0.01,0.13,0.0,0.36,0.6,0.33,0.4,0.36,0.6,0.36,0.02
381,0.02,0.05,0.0,0.45,0.47,0.44,0.49,0.44,0.53,0.45,0.35
382,0.04,0.84,0.01,0.78,0.88,0.72,0.79,0.7,0.73,0.02,0.02
383,0.04,0.32,0.0,0.58,0.68,0.59,0.66,0.63,0.75,0.09,0.13
384,0.08,0.36,0.0,0.27,0.72,0.24,0.23,0.36,0.5,0.26,0.19
385,0.2,0.43,0.03,0.36,0.48,0.34,0.47,0.47,0.75,0.24,0.69
386,0.02,0.12,0.0,0.38,0.31,0.41,0.38,0.31,0.53,0.55,0.62
387,0.03,0.12,0.0,0.29,0.59,0.28,0.31,0.26,0.62,0.5,0.09
388,0.02,0.39,0.01,0.36,0.46,0.35,0.41,0.6,0.64,0.18,0.06
389,0.01,0.23,0.0,0.47,0.61,0.46,0.53,0.54,0.53,0.19,0.08
390,0.07,0.45,0.01,0.63,0.8,0.59,0.67,0.76,0.69,0.06,0.09
391,0.09,0.23,0.0,0.59,0.72,0.54,0.58,0.51,0.5,0.4,0.34
392,0.05,0.79,0.02,0.46,0.68,0.43,0.46,0.61,0.68,0.07,0.05
393,0.07,0.46,0.01,0.33,0.68,0.39,0.41,0.4,0.68,0.1,0.17
394,0.05,0.04,0.01,0.29,0.38,0.34,0.34,0.04,0.67,0.64,0.79
395,0.06,0.11,0.0,0.33,0.7,0.34,0.31,0.41,0.67,0.37,0.37
396,0.06,0.2,0.08,0.34,0.37,0.33,0.43,0.52,0.55,0.4,1.0
397,1.0,0.46,0.02,0.94,0.79,0.9,0.79,0.5,0.53,0.34,0.29
398,0.07,0.48,0.02,0.34,0.57,0.34,0.35,0.4,0.55,0.17,0.75
399,0.18,0.19,0.02,0.42,0.0,0.41,0.27,0.2,0.43,0.78,1.0
400,0.01,0.23,0.0,0.49,0.73,0.55,0.6,0.6,0.53,0.18,0.07
401,0.14,0.65,0.01,0.7,0.87,0.65,0.69,0.6,0.68,0.0,0.04
402,0.52,0.34,0.38,0.53,0.3,0.5,0.65,0.43,0.64,0.5,0.83
403,0.15,0.35,0.0,0.57,0.9,0.52,0.61,0.53,0.94,0.1,0.09
404,0.04,0.53,0.0,0.29,0.9,0.31,0.4,0.51,0.65,0.08,0.06
405,0.11,0.21,0.0,0.54,0.54,0.55,0.49,0.44,0.49,0.49,0.27
406,0.04,0.39,0.0,0.51,0.83,0.72,0.59,0.39,0.57,0.04,0.12
407,0.08,0.53,0.04,0.38,0.57,0.4,0.42,0.53,0.12,0.68,0.06
408,0.08,0.6,0.0,0.37,0.56,0.34,0.46,0.8,0.18,0.08,0.03
409,0.04,0.23,0.01,0.46,0.58,0.42,0.45,0.6,0.46,0.3,0.11
410,0.25,0.62,0.02,0.67,0.68,0.6,0.7,0.69,0.0,0.12,0.22
411,0.04,0.3,0.0,0.34,0.68,0.33,0.43,0.5,0.52,0.12,0.07
412,0.06,0.19,0.0,0.34,0.29,0.37,0.35,0.32,0.32,0.38,0.13
413,0.04,0.31,0.03,0.45,0.55,0.46,0.45,0.57,0.44,0.28,0.19
414,0.13,0.23,0.01,0.33,0.61,0.32,0.31,0.22,0.48,0.28,0.41
415,0.16,0.19,0.0,0.5,0.05,0.47,0.56,0.36,0.67,0.48,0.44
416,0.05,0.85,0.03,0.53,0.7,0.48,0.59,0.82,0.36,0.05,0.06
417,0.02,0.17,0.0,0.39,0.56,0.37,0.37,0.29,0.44,0.49,0.27
418,0.05,0.12,0.0,0.35,0.62,0.37,0.4,0.44,0.47,0.46,0.36
419,0.23,0.22,0.02,0.46,0.52,0.44,0.53,0.57,0.38,0.58,0.34
420,0.07,0.8,0.01,0.59,0.84,0.53,0.62,0.76,0.7,0.04,0.07
421,0.19,0.84,0.04,0.59,0.81,0.56,0.56,0.52,0.46,0.1,0.11
422,0.04,0.32,0.02,0.16,0.47,0.17,0.18,0.23,0.48,0.18,0.21
423,0.13,0.44,0.01,0.4,0.61,0.36,0.38,0.69,0.44,0.15,0.24
424,0.06,0.11,0.0,0.29,0.45,0.37,0.3,0.27,0.26,0.89,0.12
425,0.68,0.23,0.03,0.64,0.48,0.66,0.54,0.24,0.38,0.71,0.24
426,1.0,0.41,0.07,0.63,0.37,0.59,0.62,0.47,0.57,0.4,0.5
427,0.56,0.42,0.02,0.3,0.57,0.27,0.43,0.51,0.77,0.12,0.02
428,0.45,0.34,0.11,0.5,0.34,0.51,0.56,0.43,0.48,0.47,0.53
429,0.04,0.18,0.0,0.94,0.81,0.86,0.96,0.5,0.7,0.19,0.04
430,0.02,0.24,0.0,0.2,0.42,0.18,0.32,0.36,0.76,0.32,0.17
431,0.06,0.17,0.0,0.33,0.58,0.32,0.36,0.34,0.63,0.29,0.11
432,0.08,0.44,0.0,0.34,0.05,0.59,0.45,0.56,0.3,0.45,0.19
433,0.07,0.2,0.03,0.49,0.49,0.47,0.48,0.47,0.36,0.42,0.39
434,0.02,0.47,0.01,0.36,0.64,0.33,0.46,0.52,0.67,0.12,0.08
435,0.01,0.05,0.0,0.63,0.18,0.59,0.58,0.28,0.68,0.85,0.23
436,0.01,0.41,0.0,0.32,0.62,0.3,0.44,0.64,0.47,0.13,0.07
437,0.05,0.37,0.01,0.52,0.71,0.47,0.59,0.54,0.86,0.08,0.13
438,0.01,0.16,0.0,0.46,0.77,0.5,0.47,0.34,0.81,0.19,0.06
439,0.13,0.01,0.0,0.51,0.39,0.48,0.43,0.12,0.67,0.93,0.42
440,0.24,0.66,0.01,0.37,0.54,0.39,0.52,0.59,0.63,0.14,0.09
441,0.1,0.58,0.01,0.84,0.85,0.76,0.76,0.9,0.38,0.06,0.06
442,0.72,0.66,0.02,0.54,0.47,0.51,0.4,0.66,0.44,0.14,0.2
443,0.29,0.12,0.0,0.53,0.56,0.49,0.46,0.4,0.59,0.58,0.26
444,1.0,0.48,0.18,1.0,0.55,1.0,1.0,0.33,0.53,0.58,1.0
445,1.0,0.54,0.08,1.0,0.5,1.0,0.96,0.4,0.35,0.73,0.66
446,0.09,0.35,0.02,0.47,0.63,0.44,0.55,0.64,0.43,0.21,0.14
447,0.12,0.5,0.01,0.39,0.63,0.36,0.37,0.4,0.45,0.21,0.29
448,0.02,0.09,0.0,0.31,0.71,0.32,0.46,0.52,0.59,0.38,0.08
449,0.04,0.44,0.0,0.52,0.79,0.66,0.56,0.59,0.55,0.07,0.06
450,0.71,0.23,0.34,0.63,0.0,0.62,0.86,0.28,0.63,0.7,1.0
451,0.31,0.18,0.03,0.38,0.59,0.38,0.38,0.32,0.41,0.53,0.5
452,0.04,0.12,0.0,0.31,0.72,0.3,0.35,0.24,0.53,0.48,0.22
453,0.08,0.68,0.01,0.53,0.73,0.71,0.64,0.58,0.66,0.07,0.28
454,0.99,0.62,0.54,0.45,0.65,0.42,0.44,0.46,0.3,0.37,0.15
455,0.11,0.2,0.0,0.26,0.33,0.33,0.21,0.14,0.48,0.39,0.1
456,0.03,0.24,0.0,0.57,0.52,0.54,0.52,0.73,0.38,0.17,0.08
457,1.0,0.26,0.03,0.88,0.58,0.84,0.76,0.35,0.43,0.59,0.3
458,0.01,0.2,0.0,0.42,0.7,0.4,0.51,0.63,0.59,0.2,0.03
459,0.05,0.54,0.0,0.59,0.93,0.59,0.58,0.6,0.85,0.03,0.18
460,0.1,0.67,0.0,0.62,0.82,0.59,0.69,0.73,0.62,0.02,0.02
461,0.04,0.25,0.09,0.38,0.42,0.36,0.46,0.58,0.47,0.32,0.69
462,0.08,0.26,0.03,0.23,0.37,0.56,0.31,0.26,0.06,0.84,0.34
463,0.37,0.13,0.05,0.52,0.6,0.48,0.56,0.46,0.5,0.51,0.33
464,0.18,0.12,0.01,0.43,0.76,0.41,0.41,0.28,0.62,0.39,0.1
465,0.02,0.28,0.01,0.3,0.5,0.41,0.25,0.7,0.27,0.3,0.6
466,0.06,0.45,0.01,0.37,0.54,0.39,0.41,0.7,0.32,0.2,0.51
467,0.07,0.21,0.0,0.5,0.48,0.45,0.43,0.38,0.68,0.4,0.14
468,0.02,0.47,0.0,0.5,0.78,0.47,0.53,0.7,0.58,0.04,0.07
469,0.03,0.29,0.01,0.58,0.88,0.53,0.62,0.53,0.97,0.04,0.03
470,0.04,0.47,0.01,0.61,0.73,0.57,0.71,0.65,0.63,0.07,0.12
471,0.08,0.28,0.0,0.32,0.1,0.37,0.27,0.54,0.32,0.45,0.91
472,0.03,0.14,0.0,0.29,0.51,0.27,0.33,0.32,0.55,0.42,0.16
473,0.2,0.14,0.01,0.33,0.54,0.45,0.35,0.26,0.4,0.51,0.37
474,0.02,0.35,0.0,0.64,0.85,0.59,0.66,0.7,0.55,0.1,0.06
475,0.07,0.29,0.01,0.56,0.81,0.56,0.54,0.53,0.83,0.04,0.02
476,0.07,0.15,0.0,0.48,0.66,0.5,0.41,0.45,0.33,0.48,0.13
477,1.0,0.32,0.08,0.88,0.61,0.84,0.78,0.44,0.39,0.56,0.39
478,0.07,0.29,0.0,0.41,0.61,0.39,0.53,0.54,0.72,0.12,0.05
479,0.07,0.62,0.0,0.53,0.48,0.49,0.56,0.58,0.67,0.2,0.37
480,0.04,0.65,0.01,0.43,0.83,0.41,0.47,0.5,0.78,0.09,0.04
481,0.22,0.63,0.09,0.32,0.51,0.43,0.35,0.7,0.34,0.17,0.25
482,0.07,0.39,0.0,0.58,0.52,0.55,0.59,0.68,0.47,0.26,0.2
483,0.04,0.16,0.0,0.36,0.6,0.4,0.45,0.38,0.9,0.28,0.06
484,0.02,0.0,0.0,0.46,0.04,0.47,0.41,0.28,0.54,0.92,0.53
485,0.09,0.8,0.01,0.32,0.79,0.37,0.42,0.69,0.56,0.06,0.04
486,0.16,0.19,0.03,0.4,0.57,0.4,0.42,0.4,0.49,0.52,0.47
487,0.96,0.24,0.06,0.8,0.62,0.76,0.81,0.3,0.48,0.62,0.29
488,0.25,0.58,0.1,0.91,0.67,0.83,0.88,0.63,0.1,0.21,0.5
489,0.09,0.31,0.01,0.44,0.52,0.4,0.49,0.51,0.76,0.19,0.14
490,0.06,0.36,0.03,0.33,0.56,0.33,0.39,0.68,0.5,0.19,0.2
491,0.0,0.08,0.0,0.34,0.59,0.46,0.34,0.39,0.53,0.35,0.02
492,1.0,0.53,0.34,1.0,0.52,1.0,0.95,0.43,0.43,0.6,0.54
493,0.03,0.42,0.0,0.69,0.92,0.65,0.66,0.76,0.28,0.05,0.13
494,0.02,0.02,0.0,0.43,0.59,0.41,0.43,0.43,0.66,0.45,0.14
495,0.08,0.32,0.02,0.33,0.72,0.32,0.41,0.56,0.65,0.13,0.1
496,0.04,0.35,0.01,0.28,0.51,0.45,0.38,0.51,0.27,0.51,0.07
497,0.03,0.18,0.0,0.47,0.62,0.44,0.45,0.46,0.61,0.37,0.09
498,0.11,0.76,0.02,0.54,0.73,0.48,0.59,0.81,0.49,0.06,0.06
499,0.07,0.45,0.0,0.33,0.62,0.31,0.43,0.6,0.61,0.13,0.09
500,0.08,0.42,0.01,0.46,0.55,0.47,0.54,0.51,0.72,0.19,0.27
501,0.43,0.13,0.01,0.6,0.62,0.6,0.63,0.31,0.53,0.73,0.34
502,0.03,0.41,0.0,0.35,0.55,0.31,0.45,0.73,0.64,0.1,0.17
503,0.04,0.05,0.0,0.29,0.37,0.57,0.32,0.32,0.36,0.75,0.02
504,0.08,0.2,0.01,0.35,0.44,0.42,0.45,0.27,0.64,0.36,0.08
505,0.02,0.61,0.0,0.54,0.83,0.51,0.67,0.74,0.67,0.04,0.09
506,0.01,0.36,0.0,0.44,0.79,0.42,0.56,0.55,0.57,0.08,0.07
507,0.04,0.44,0.0,0.33,0.83,0.3,0.51,0.61,0.71,0.07,0.1
508,0.17,0.68,0.01,0.45,0.81,0.41,0.53,0.58,0.88,0.05,0.03
509,0.04,0.71,0.01,0.57,0.74,0.52,0.57,0.85,0.6,0.02,0.04
510,0.04,0.65,0.01,0.54,0.82,0.51,0.57,0.58,0.8,0.05,0.02
511,0.01,0.1,0.0,0.32,0.76,0.31,0.42,0.6,0.55,0.25,0.0
512,0.02,0.26,0.0,0.44,0.56,0.42,0.48,0.57,0.39,0.22,0.16
513,0.03,0.01,0.0,0.39,0.32,0.36,0.33,0.03,0.73,0.99,0.44
514,0.02,0.07,0.0,0.41,0.15,0.41,0.41,0.36,0.57,0.76,0.19
515,0.04,0.2,0.01,0.45,0.3,0.45,0.45,0.47,0.56,0.46,0.14
516,0.05,0.13,0.0,0.35,0.49,0.56,0.42,0.19,0.34,0.81,0.53
517,0.53,0.12,0.13,0.37,0.58,0.35,0.52,0.36,0.69,0.37,0.26
518,0.07,0.39,0.02,0.27,0.52,0.25,0.38,0.67,0.4,0.17,0.25
519,0.62,0.2,0.01,0.84,0.78,0.76,0.7,0.34,0.56,0.51,0.21
520,0.08,0.5,0.02,0.76,0.91,0.7,0.74,0.49,0.7,0.05,0.04
521,0.03,0.17,0.01,0.27,0.23,0.29,0.29,0.41,0.44,0.59,0.5
522,0.57,0.1,0.01,0.69,0.6,0.66,0.64,0.41,0.54,0.74,0.19
523,0.16,0.11,0.01,0.31,0.49,0.29,0.34,0.3,0.71,0.35,0.02
524,0.03,0.09,0.0,0.4,0.71,0.39,0.45,0.49,0.49,0.38,0.02
525,0.37,0.39,0.25,0.44,0.45,0.42,0.51,0.44,0.81,0.28,0.3
526,0.09,0.57,0.04,0.55,0.75,0.53,0.59,0.56,0.78,0.05,0.09
527,0.03,0.28,0.01,0.23,0.64,0.26,0.23,0.15,0.31,0.34,0.18
528,0.17,0.24,0.0,0.59,0.4,0.55,0.52,0.41,0.59,0.62,0.62
529,0.19,0.15,0.0,0.43,0.61,0.41,0.48,0.4,0.42,0.4,0.47
530,0.46,0.31,0.02,0.53,0.65,0.5,0.36,0.08,0.36,0.44,0.37
531,0.01,0.03,0.0,0.32,0.63,0.34,0.3,0.35,0.62,0.37,0.06
532,0.27,0.33,0.14,0.16,0.31,0.32,0.24,0.57,0.39,0.27,0.41
533,0.06,0.12,0.0,0.4,0.55,0.45,0.41,0.34,0.5,0.55,0.05
534,0.01,0.22,0.0,0.29,0.31,0.26,0.26,0.58,0.56,0.38,0.78
535,0.03,0.09,0.0,0.51,0.56,0.53,0.49,0.36,0.74,0.22,0.19
536,0.04,0.31,0.0,0.5,0.51,1.0,0.55,0.25,0.1,0.51,0.04
537,0.04,0.03,0.0,0.24,0.54,0.22,0.3,0.03,0.79,0.72,0.29
538,0.04,0.25,0.16,0.42,0.51,0.42,0.46,0.59,0.45,0.33,0.69
539,0.04,0.33,0.0,0.59,0.6,0.55,0.65,0.56,0.66,0.17,0.05
540,0.03,0.13,0.02,0.45,0.35,0.45,0.47,0.49,0.5,0.48,0.35
541,0.5,0.76,0.12,0.9,0.71,0.84,0.87,0.69,0.51,0.16,0.23
542,0.51,0.55,0.02,0.51,0.83,0.46,0.51,0.5,0.83,0.17,0.11
543,0.01,0.29,0.0,0.61,0.72,0.57,0.6,0.63,0.67,0.09,0.1
544,0.02,0.12,0.0,0.36,0.38,0.36,0.45,0.39,0.55,0.52,0.66
545,0.14,0.32,0.13,0.45,0.61,0.41,0.58,0.78,0.29,0.21,0.32
546,0.07,0.26,0.0,0.49,0.5,0.46,0.57,0.74,0.51,0.16,0.17
547,0.04,0.32,0.0,0.39,0.84,0.37,0.51,0.52,0.72,0.1,0.03
548,0.15,0.56,0.03,0.62,0.61,0.57,0.62,0.61,0.37,0.23,0.3
549,0.03,0.44,0.01,0.15,0.67,0.4,0.34,0.44,0.34,0.11,0.15
550,0.04,0.08,0.0,0.37,0.27,0.39,0.37,0.41,0.46,0.62,0.6
551,0.1,0.14,0.0,0.32,0.68,0.34,0.37,0.32,0.37,0.58,0.21
552,0.02,0.17,0.0,0.27,0.42,0.28,0.32,0.55,0.5,0.34,0.27
553,0.18,0.35,0.05,0.0,0.2,0.0,0.0,0.0,0.62,0.42,0.8
554,0.01,0.26,0.0,1.0,0.87,0.97,1.0,0.64,0.7,0.06,0.02
555,0.02,0.43,0.0,0.55,0.85,0.51,0.62,0.74,0.63,0.05,0.03
556,0.03,0.05,0.0,0.24,0.33,0.24,0.27,0.21,0.57,0.63,0.69
557,0.22,0.43,0.06,0.27,0.27,0.25,0.17,0.23,0.47,0.37,0.54
558,0.04,0.23,0.0,0.4,0.54,0.37,0.41,0.48,0.56,0.23,0.07
559,0.07,0.35,0.0,0.42,0.47,0.38,0.47,0.59,0.57,0.25,0.03
560,0.18,0.46,0.02,0.4,0.44,0.37,0.48,0.66,0.28,0.24,0.15
561,0.17,0.27,0.14,0.38,0.53,0.36,0.46,0.55,0.43,0.36,0.66
562,0.03,0.17,0.0,0.29,0.54,0.41,0.31,0.37,0.5,0.3,0.07
563,0.04,0.64,0.01,0.64,0.85,0.59,0.63,0.57,0.68,0.01,0.07
564,0.04,0.43,0.0,0.54,0.83,0.49,0.68,0.74,0.67,0.04,0.05
565,0.03,0.17,0.0,0.36,0.56,0.32,0.42,0.3,0.87,0.31,0.03
566,0.07,0.19,0.0,0.27,0.42,0.42,0.4,0.32,0.45,0.42,0.09
567,0.11,0.16,0.0,0.49,0.46,0.48,0.43,0.38,0.49,0.58,0.48
568,0.77,0.76,0.15,0.74,0.69,0.68,0.62,0.59,0.48,0.29,0.2
569,0.03,0.13,0.0,0.25,0.64,0.38,0.3,0.39,0.29,0.5,0.1
570,0.07,0.08,0.01,0.2,0.38,0.22,0.19,0.17,0.54,0.66,0.36
571,0.2,0.51,0.06,0.47,0.4,0.46,0.45,0.5,0.26,0.33,0.37
572,0.02,0.28,0.0,0.31,0.39,0.31,0.35,0.62,0.25,0.34,0.21
573,0.28,0.37,0.04,0.47,0.52,0.48,0.43,0.44,0.36,0.33,0.49
574,0.44,0.53,0.2,0.56,0.58,0.53,0.6,0.5,0.39,0.25,0.3
575,0.24,0.72,0.05,0.38,0.58,0.37,0.38,0.6,0.2,0.17,0.22
576,0.04,0.38,0.01,0.46,0.46,0.79,0.5,0.44,0.44,0.17,0.04
577,0.03,0.62,0.01,0.6,0.85,0.55,0.65,0.77,0.72,0.03,0.05
578,0.02,0.03,0.0,0.45,0.24,0.45,0.47,0.33,0.69,0.54,0.8
579,0.11,0.42,0.03,0.34,0.63,0.31,0.5,0.75,0.23,0.16,0.13
580,0.1,0.13,0.0,0.53,0.0,0.53,0.48,0.3,0.64,0.67,0.93
581,0.06,0.66,0.01,0.53,0.72,0.5,0.57,0.64,0.85,0.05,0.04
582,0.18,0.39,0.01,0.34,0.68,0.33,0.38,0.55,0.67,0.15,0.08
583,0.35,0.95,0.03,0.88,0.88,0.8,0.81,0.82,0.14,0.1,0.1
584,0.03,0.58,0.0,0.54,0.79,0.51,0.7,0.66,0.8,0.11,0.08
585,0.02,0.32,0.01,0.54,0.82,0.5,0.59,0.61,0.52,0.08,0.05
586,0.17,0.51,0.05,0.44,0.76,0.44,0.49,0.49,0.88,0.09,0.17
587,0.07,0.35,0.0,0.53,0.81,0.48,0.56,0.67,0.81,0.07,0.04
588,0.11,0.56,0.02,0.69,0.92,0.64,0.69,0.69,0.47,0.05,0.09
589,0.03,0.2,0.0,0.53,0.83,0.57,0.52,0.39,0.71,0.12,0.1
590,0.02,0.11,0.0,0.3,0.51,0.37,0.32,0.35,0.55,0.46,0.09
591,0.03,0.08,0.0,0.42,0.73,0.39,0.42,0.4,0.53,0.57,0.21
592,0.02,0.19,0.0,0.41,0.49,0.39,0.42,0.35,0.57,0.44,0.59
593,0.08,0.24,0.01,0.28,0.59,0.31,0.39,0.48,0.63,0.33,0.07
594,0.02,0.2,0.0,0.58,0.73,0.55,0.57,0.74,0.49,0.19,0.07
595,0.01,0.23,0.0,0.44,0.83,0.41,0.5,0.46,0.58,0.19,0.03
596,0.01,0.13,0.0,0.5,0.66,0.47,0.49,0.55,0.49,0.21,0.16
597,1.0,0.47,0.22,1.0,0.53,1.0,1.0,0.43,0.44,0.64,0.62
598,0.04,0.15,0.0,0.33,0.43,0.31,0.37,0.35,0.63,0.45,0.13
599,0.03,0.67,0.0,0.66,0.75,0.62,0.73,0.59,0.71,0.05,0.05
600,0.32,0.43,0.07,0.34,0.48,0.36,0.4,0.56,0.69,0.19,0.15
